Id_bien;No_voie;Type_de_voie;Voie;Section;No_plan;Premier_Lot;Surface_Carrez_du_1er_Lot;Nombre_de_lots;Type_local;Surface_reelle_bati;Nb_piece_principale;Nature_culture;Nature_culture_speciale;Surface_terrain;CodeComm_CodeDep
30170;5;RUE;DE PALANKA;BH;41;181;95,01;1;Appartement;90;3;;;;38185
30171;10;RUE;DU DRAC;IO;49;11;70,5;3;Appartement;73;3;;;;38185
30172;156;ALL;DU MARAIS;AB;77;12;95,23;1;Maison;71;4;S;;287;38205
30173;20;AV;DE LA PLAINE FLEURIE;AN;127;101;51,84;2;Appartement;52;3;;;;38229
30174;11;RUE;DU DOCTEUR FAYOLLAT;AW;213;85;61,52;1;Appartement;61;3;;;;38421
30175;9;RES;DU GOLF BAT LE MASTER;BC;30;9;23,01;1;Appartement;23;1;;;;40187
30176;78;AV;DES ABEILLES;AA;4;8;41,81;1;Appartement;42;3;;;;40304
30177;28;RUE;DU CHANGE;AR;47;3;73,11;1;Appartement;82;3;;;;41269
30178;3;RUE;RONSARD;DN;339;56;43,31;1;Appartement;42;2;;;;44084
30179;5;BD;VICTOR HUGO;DZ;112;14;43,1;3;Appartement;30;1;;;;44109
30180;3;RUE;SUFFREN;HN;109;10;37,8;1;Appartement;38;1;;;;44109
30181;1;RUE;LEKAIN;HP;97;38;71;1;Appartement;48;2;;;;44109
30182;10;AV;DES ACACIAS;HT;202;10;35,81;2;Appartement;35;1;;;;44109
30183;15;RUE;ALFRED RIOM;HV;398;55;113,46;2;Appartement;114;4;;;;44109
30184;9;RUE;MICHEL LE LOU DU BREIL;HW;359;147;85,06;1;Appartement;85;4;;;;44109
30185;62;BD;ROBERT SCHUMAN;NS;469;7;24,11;1;Appartement;25;1;;;;44109
30186;5;RUE;TOULMOUCHE;NW;564;32;44,81;2;Appartement;46;2;;;;44109
30187;62;AV;GRAVELAIS;AE;362;17;54,9;3;Appartement;55;2;;;;44132
30188;17;BD;DE LA REPUBLIQUE;AY;249;41;46,1;1;Appartement;46;2;;;;44132
30189;28;AV;RENE GUY CADOU;CO;52;1028;63;2;Appartement;62;3;;;;44143
30190;200;ALL;DES 4 VENTS;B;1058;76;37,87;1;Appartement;38;2;;;;45006
30191;200;ALL;DES 4 VENTS;B;1058;92;37,86;1;Appartement;38;2;;;;45006
30192;203;FG;BANNIER;AP;118;4;85,96;2;Appartement;78;3;;;;45234
30193;10;RUE;MAURICE BERGER;CS;82;171;78,53;2;Appartement;86;5;;;;45234
30194;380;RUE;PASSE DEBOUT;BM;159;19;38,4;1;Appartement;40;2;;;;45302
30195;7;ALL;DES SOUPIRS;C;1839;13;91,25;1;Appartement;90;4;;;;48092
30196;28;RUE;DACIER;HO;119;26;24,24;1;Appartement;28;2;;;;49007
30197;85;RUE;MARTYRS LA RESISTANCE;BC;171;2;148,28;1;Maison;125;4;;;;51108
30198;12;RUE;SAINT THIBAULT;BI;1324;212;49,41;1;Appartement;49;2;;;;51230
30199;40;RUE;DE FISMES;AR;56;14;57,58;2;Appartement;57;3;;;;51454
30200;45;RUE;DES GOBELINS;CT;411;2;71,44;1;Appartement;55;3;;;;51454
30201;41;AV;VICTOR HUGO;AP;336;211;90,07;1;Appartement;89;5;;;;52121
30202;225;RUE;CHARLES DE GAULLE;AX;271;2;66,5;1;Appartement;66;4;;;;53147
30203;4;AV;DU MAL FOCH;AN;381;15;64,96;1;Appartement;64;3;;;;54323
30204;76;QUAI;CLAUDE LE LORRAIN;AM;184;202;53,63;3;Appartement;54;3;;;;54395
30205;9;RUE;DE METZ;AM;285;28;26,76;2;Appartement;26;1;;;;54395
30206;50;RUE;MARECHAL EXELMANS;BO;805;3;29,8;1;Appartement;29;1;;;;54395
30207;73;RUE;RAYMOND POINCARE;CD;1060;5;55,05;1;Appartement;70;3;;;;54395
30208;57;AV;FOCH;CD;302;64;71,23;1;Appartement;71;3;;;;54395
30209;13;PL;NOTRE DAME;AM;965;1;166,4;1;Appartement;197;6;;;;56107
30210;11;RUE;DUGUESCLIN;BZ;1282;29;79,71;2;Appartement;86;4;;;;56121
30211;5;PL;STE ANNE D ARVOR;BZ;552;13;39,1;2;Appartement;39;2;;;;56121
30212;3;RUE;POULIGNER;AY;215;19;63,12;1;Appartement;65;3;;;;56186
30213;112;RUE;DE DUNKERQUE;CR;269;37;38,54;2;Appartement;38;1;;;;59017
30214;35;RUE;LEON GAMBETTA;AD;1532;3;32,7;1;Appartement;35;2;;;;59286
30215;307;AV;GEORGES DUPONT;AN;1;215;47,84;1;Appartement;48;2;;;;59360
30216;4;RUE;COPERNIC;BR;954;119;68,82;2;Appartement;69;3;;;;59378
30217;130;RUE;DE LA CHOCOLATERIE;BT;84;1;85,74;4;Maison;89;5;;;;59378
30218;1;RUE;DE L EPINETTE;AL;304;6;119,68;1;Appartement;119;4;;;;59421
30219;137;RUE;HENRI DURRE;AR;574;10;32,98;1;Appartement;32;2;;;;59491
30220;30;RUE;VIEIL ABREUVOIR;BR;105;5;65,42;1;Appartement;70;1;;;;59512
30221;60;AV;JEAN JAURES;IZ;13;22;51,22;1;Appartement;47;2;;;;59512
30222;39;RUE;DE L OUEST;MN;197;54;17,92;1;Appartement;17;1;;;;59512
30223;2;RUE;DES FONTAINES;AC;328;201;62,38;3;Appartement;63;3;;;;60141
30224;1;RUE;DES MEUNIERS;AS;245;1;69,1;1;Appartement;69;3;;;;60157
30225;21;RUE;DES SABLONS;BH;146;3;28,9;1;Appartement;25;1;;;;60159
30226;17;AV;DE LA LIBERATION;BY;305;3;70,23;1;Appartement;71;3;;;;60346
30227;125;RUE;EMILE ZOLA;BE;991;142;54,72;2;Appartement;55;2;;;;62119
30228;2;AV;DE BROCQUEVILLE;AN;43;234;44,35;2;Appartement;42;2;;;;63103
30229;27;RUE;BOURGNEUF;BZ;157;9;36,32;1;Appartement;35;1;;;;64102
30230;20;RUE;TRAN;CK;298;7;62,38;1;Appartement;58;2;;;;64445
30231;11;RUE;CARNOT;CP;523;51;26,39;1;Appartement;27;1;;;;64445
30232;193;RUE;DE LA SCIERIE;AK;265;15;89,4;2;Maison;89;4;;;;69009
30233;361;RTE;DE CHAMPANARD;AL;383;2;71,51;1;Appartement;71;3;;;;69019
30234;9001;RUE;JEAN CARRON;AE;479;2;56,28;2;Appartement;59;3;;;;69019
30235;1;AV;AUGUSTE WISSEL;AB;780;49;72,36;1;Appartement;72;3;;;;69143
30236;27;RUE;FRANCIS DE PRESSENSE;AC;413;9;22,42;1;Appartement;35;1;;;;69199
30237;39;CHE;DE LA RAUDE;AP;129;128;80,12;2;Appartement;80;4;;;;69244
30238;24;AV;DE LA REPUBLIQUE;AS;135;11;149,6;1;Maison;159;4;;;;69244
30239;111;AV;JULES GUESDE;AS;15;44;49,01;1;Appartement;48;2;;;;69259
30240;54;RUE;GABRIEL PERI;BE;322;44;103,01;2;Appartement;102;3;;;;69266
30241;204;CRS;EMILE ZOLA;BO;238;47;64,13;2;Appartement;65;3;;;;69266
30242;16;RUE;CONSTANTINE;AT;102;18;31,51;3;Appartement;31;1;;;;69381
30243;6;RUE;GASPARIN;AK;8;32;25,52;1;Appartement;27;1;;;;69382
30244;94;BD;DES BELGES;AP;88;42;94,84;1;Appartement;90;4;;;;69386
30245;1;RUE;XAVIER PRIVAS;BI;15;39;17,48;1;Appartement;18;1;;;;69388
30246;14;RUE;DE LA FRATERNITE;BY;114;68;105,31;1;Appartement;105;4;;;;69388
30247;279;AV;BERTHELOT;BY;27;26;17,01;1;Appartement;17;1;;;;69388
30248;9;RUE;FELIX MANGINI;AL;157;60;29,6;1;Appartement;29;1;;;;69389
30249;65;RUE;PIERRE DELIRY;DE;95;11;66,46;2;Appartement;65;3;;;;71076
30250;41;RUE;DU BERCAIL;AE;884;6;99,01;1;Maison;100;3;;;;72029
30251;65;RUE;DU PORT A L ABBESSE;AW;8;38;26,17;2;Appartement;26;1;;;;72181
30252;81;RTE;DU PERIMETRE;AK;53;69;25,63;1;Appartement;25;1;;;;74010
30253;816;RTE;DU FEUG;B;3178;1;35,36;1;Appartement;36;2;;;;74083
30254;320;RTE;D ANNEMASSE;B;542;19;50,85;1;Appartement;51;3;;;;74087
30255;15;ALL;DES EDELWEISS;A;2945;81;24,03;1;Appartement;24;2;;;;74215
30256;8;RUE;CHRISTIAN JOLY;AI;164;19;126,02;1;Appartement;126;4;;;;74243
30257;24;PL;DAUPHINE;AL;3;27;51;1;Appartement;52;2;;;;75101
30258;8;RUE;DE LA PAIX;AB;48;46;51,6;1;Appartement;68;2;;;;75102
30259;36;RUE;DE CLERY;AI;126;14;73,45;1;Appartement;67;3;;;;75102
30260;6;RUE;FERDINAND DUVAL;AI;55;6;49,78;1;Appartement;60;2;;;;75104
30261;27;RUE;VIEILLE DU TEMPLE;AJ;64;8;88,3;1;Appartement;90;4;;;;75104
30262;6;RUE;DE BRETONVILLIERS;AU;38;101;34,51;2;Appartement;35;2;;;;75104
30263;35;RUE;GAY LUSSAC;BC;13;14;29,97;3;Appartement;32;2;;;;75105
30264;19;RUE;CLER;BZ;7;28;47,52;2;Appartement;48;3;;;;75107
30265;4;RUE;QUENTIN BAUCHART;AP;78;15;321,9;2;Appartement;338;8;;;;75108
30266;89;RUE;D AMSTERDAM;CD;57;2;137,27;2;Appartement;138;4;;;;75108
30267;8;BD;DE LA MADELEINE;AR;64;85;19,95;1;Appartement;18;1;;;;75109
30268;2;RUE;RICHER;AX;77;25;49,66;1;Appartement;50;2;;;;75109
30269;230;RUE;DU FBG SAINT DENIS;AE;80;8;54,84;1;Appartement;55;2;;;;75110
30270;3;RUE;DE LA FIDELITE;AQ;54;25;7,64;1;Appartement;12;1;;;;75110
30271;103;AV;PARMENTIER;AB;66;18;68,45;1;Appartement;70;3;;;;75111
30272;130;RUE;SAINT MAUR;AE;20;53;27,6;1;Appartement;26;2;;;;75111
30273;85;RUE;JEAN PIERRE TIMBAUD;AH;85;10;38,77;1;Appartement;37;3;;;;75111
30274;11;RUE;DE CRUSSOL;AO;20;20;45,02;2;Appartement;35;2;;;;75111
30275;14;RUE;CAMILLE DESMOULINS;BO;26;6;43,73;1;Appartement;49;3;;;;75111
30276;163;AV;LEDRU ROLLIN;BY;62;13;37,85;2;Appartement;30;2;;;;75111
30277;59;RUE;DE LA ROQUETTE;BZ;36;102;56,02;2;Appartement;49;2;;;;75111
30278;4;RUE;ALEXANDRE DUMAS;CR;4;12;45,5;2;Appartement;45;3;;;;75111
30279;50;RUE;DE PICPUS;CI;21;275;20;1;Appartement;21;1;;;;75112
30280;20;RUE;D AUSTERLITZ;EN;55;12;42,49;2;Appartement;42;3;;;;75112
30281;22;RUE;HECTOR MALOT;EW;34;27;33,85;1;Appartement;40;2;;;;75112
30282;60;RUE;MADEMOISELLE;BV;42;47;15,73;1;Appartement;16;1;;;;75115
30283;114;RUE;MICHEL ANGE;AS;15;100;61,11;1;Appartement;55;2;;;;75116
30284;58;BD;EMILE AUGIER;DI;91;1;205,11;2;Appartement;190;5;;;;75116
30285;3;RUE;VERDI;DN;2;9;184,29;1;Appartement;154;6;;;;75116
30286;129;RUE;DE LA POMPE;EB;38;16;79,7;2;Appartement;54;4;;;;75116
30287;93;RUE;DE LA FAISANDERIE;ED;60;66;32,42;1;Appartement;33;1;;;;75116
30288;15;RUE;DU COLONEL MOLL;AG;29;10;146,94;3;Appartement;154;5;;;;75117
30289;25;RUE;GUERSANT;AR;91;111;81,13;2;Appartement;78;4;;;;75117
30290;4;RUE;BARYE;BM;39;27;19,19;2;Appartement;18;1;;;;75117
30291;6;BD;PEREIRE;CD;19;15;85,62;2;Appartement;83;4;;;;75117
30292;163;RUE;DE ROME;CI;4;14;40,74;1;Appartement;50;4;;;;75117
30293;73;RUE;LEGENDRE;CR;43;41;67,16;2;Appartement;65;3;;;;75117
30294;102;RUE;NOLLET;CS;54;7;83,97;1;Appartement;85;4;;;;75117
30295;38;RUE;DES MOINES;DJ;14;35;26,05;2;Appartement;27;1;;;;75117
30296;73;RUE;GUY MOQUET;DM;90;31;46,72;2;Appartement;50;3;;;;75117
30297;24;RUE;EUGENE CARRIERE;AK;69;15;13,21;2;Appartement;17;1;;;;75118
30298;74;BD;DE CLICHY;AR;178;31;55,45;1;Appartement;55;2;;;;75118
30299;8;RUE;DURANTIN;AS;124;7;47,65;1;Appartement;52;3;;;;75118
30300;1;RUE;ST ELEUTHERE;BN;49;2;116,33;2;Appartement;17;1;;;;75118
30301;42;RUE;RAMEY;BU;11;10;31,87;2;Appartement;33;1;;;;75118
30302;116;RUE;DU MONT CENIS;BX;51;214;15,15;1;Appartement;14;1;;;;75118
30303;82;AV;DE FLANDRE;AO;89;26;37,17;1;Appartement;32;3;;;;75119
30304;36;RUE;DE LORRAINE;AZ;27;9;19,8;1;Appartement;19;1;;;;75119
30305;15;QUAI;DE LA GIRONDE;BK;27;122;37,33;2;Appartement;36;1;;;;75119
30306;147;RUE;DE BELLEVILLE;EA;67;11;40,18;2;Appartement;46;2;;;;75119
30307;105;RUE;DE BELLEVILLE;EB;58;28;45,01;1;Appartement;43;3;;;;75119
30308;30;PAS;GAMBETTA;AW;74;1023;24,92;1;Appartement;25;1;;;;75120
30309;26;RUE;ALPHONSE PENAUD;BN;42;76;103,56;1;Appartement;104;4;;;;75120
30310;28;RUE;VITRUVE;CY;9;6;58,82;1;Appartement;59;3;;;;75120
30311;94;RUE;DE LA REPUBLIQUE;AD;808;23;55,47;2;Appartement;57;3;;;;76216
30312;10;RUE;CESARINE;AL;251;3;52,11;1;Maison;52;3;;;;76384
30313;9001;PARC;DE LYONS;AD;71;117;108,22;2;Appartement;108;3;;;;76451
30314;10;RUE;LE VERRIER;AX;43;50;106,1;1;Maison;104;5;;;;76451
30315;29;RUE;MALHERBE;XC;53;141;32,18;1;Appartement;25;1;;;;76540
30316;3;RUE;DU MARCHE;AP;26;4;38,3;1;Appartement;46;2;;;;77053
30317;28;ALL;DES BOCAGES;B;972;16;73,16;2;Appartement;71;3;;;;77055
30318;11;RUE;GUSTAVE NAST;AT;531;20;29,76;1;Appartement;29;1;;;;77108
30319;2;ALL;DES ORMES;BP;9;61;87,83;1;Maison;82;5;S;;108;77108
30320;32;RUE;DE MORTRY;AK;368;10;77,3;3;Maison;88;3;;;;77222
30321;28;RUE;SAINT DENIS;AN;145;65;12,53;1;Appartement;14;1;;;;77243
30322;3;ALL;DU HARAS;AH;27;3;134,74;1;Maison;87;4;;;;77249
30323;13;RUE;DE LA GRANDE FERME;A;1399;57;35,94;1;Appartement;35;1;;;;77251
30324;5;AV;IQBAL MASIH;ZK;168;25;64,28;2;Appartement;64;3;;;;77251
30325;172;AV;MAURICE DAUVERGNE;BP;228;106;63,58;2;Appartement;67;3;;;;77285
30326;5929;CITE;DES GUETTES;A;1734;205;80,91;2;Appartement;80;4;;;;77419
30327;129;MAIL;DE LA FONTAINE RONDE;ZH;1936;27;67;1;Appartement;67;3;;;;77445
30328;7;RUE;CHARLES BAUDELAIRE;AE;61;219;86,41;1;Appartement;90;5;;;;77468
30329;162;RUE;DES FRERES TISSIER;AP;177;1;90,9;1;Maison;81;4;;;;78123
30330;1;RUE;GEORGES BERNANOS;CA;227;185;119,23;2;Appartement;119;5;;;;78124
30331;16;AV;DE CIRCOURT;AH;250;105;119,24;1;Appartement;119;5;;;;78126
30332;1;AV;CARNOT;BD;64;33;39,13;1;Appartement;40;2;;;;78172
30333;202;RUE;DE LA CHICAUDIERE;C;1955;1;78,55;1;Maison;75;4;;;;78321
30334;2;CHE;DES GRANDS PRES;AW;45;16;119,81;2;Appartement;122;4;;;;78350
30335;9;SQ;DES GENETS;AO;170;32;68,5;1;Appartement;64;3;;;;78356
30336;3;SQ;DES GENETS;AO;69;63;67,84;1;Appartement;66;3;;;;78356
30337;46;AV;FRANCOIS MANSART;AO;241;661;55,01;3;Appartement;54;3;;;;78358
30338;10;RUE;ARMAND CASSAN;AB;523;21;56,73;2;Appartement;71;3;;;;78361
30339;34;AV;DE LIMAGNE;AS;126;2228;47,77;2;Appartement;45;2;;;;78383
30340;12;ALL;DES IBIS;AP;16;16;102,67;1;Maison;103;6;;;;78401
30341;11;RUE;DE CARNAC;AY;327;22;63,14;1;Appartement;67;3;;;;78423
30342;32;RUE;DE BOURGOGNE;AZ;399;59;93,34;1;Maison;94;4;;;;78423
30343;7;RUE;DU PETIT BONTEMPS;AX;4;135;76,91;2;Appartement;75;4;;;;78490
30344;133;RUE;DE VILLIERS;AL;62;58;34,81;1;Appartement;34;2;;;;78498
30345;40;RUE;D ANGIVILLER;AH;132;6;20,7;1;Appartement;23;1;;;;78517
30346;1;PROM;DES ANGES;AC;151;1;45,31;1;Appartement;45;2;;;;78545
30347;11;PL;PIERRE SEMARD;AL;117;51;90,89;1;Maison;78;5;;;;78545
30348;5011;RES;DU CLOS BARON;B;256;236;136,12;1;Appartement;134;6;;;;78551
30349;8;RUE;JOUY BOUDONVILLE;AI;1050;41;88,28;2;Appartement;90;4;;;;78551
30350;7;RUE;DE L ORANGERIE;AH;26;19;34,47;2;Appartement;40;2;;;;78646
30351;102;RUE;YVES LE COZ;BK;240;1;80,23;3;Appartement;83;4;;;;78646
30352;15;RUE;BORGNIS DESBORDES;BW;55;30;74,43;2;Appartement;75;4;;;;78646
30353;50;RUE;GINETTE AUGIER;DM;242;104;81,55;1;Maison;81;4;;;;82121
30354;183;BD;DE PIERREPLANE;AC;513;27;24,47;1;Appartement;26;1;;;;83009
30355;3;VOIE;DU SOMMET;BD;11;255;116,7;1;Maison;72;3;S;;238;83019
30356;10;ALL;DES OLIVIERS;CE;213;14;34,45;1;Appartement;36;2;;;;83112
30357;15;RUE;DE LA REPUBLIQUE;AN;1279;4;54,18;1;Appartement;55;2;;;;83116
30358;38;ALL;DES PALMIERS;AL;246;83;74,68;1;Maison;76;4;;;;83123
30359;252;AV;DES PRATS;AN;733;14;21,43;1;Appartement;21;1;;;;83123
30360;91;RUE;FRANCOIS NOEL BABEUF;AC;447;1;69,65;1;Appartement;40;2;;;;83126
30361;138;RUE;DE MONET;AL;881;3;43,1;1;Appartement;44;2;;;;83129
30362;455;BD;DE CABRY;CB;191;22;34,18;1;Appartement;36;2;;;;83129
30363;6;RUE;NOTRE DAME;AS;215;5;42;1;Appartement;41;2;;;;83130
30364;52;BD;DU DOCTEUR CUNEO;BW;250;4;17,98;1;Appartement;19;1;;;;83137
30365;69;CHE;DE LA PINEDE;BW;8;1;89,85;1;Maison;80;3;;;;83137
30366;9002;RUE;DU MONT DES EAUX;EW;75;115;53,52;2;Appartement;52;3;;;;83137
30367;2;RUE;GEORGES REBOUL;DS;485;32;40,1;2;Appartement;40;2;;;;84007
30368;58;AV;CHARLES DE GAULLE;AS;95;22;12,5;2;Appartement;68;3;;;;84092
30369;543;CHE;DE LA GRANGE ROUGE;BO;107;24;51,82;2;Appartement;52;3;;;;84129
30370;10;RUE;D AGUESSEAU;DL;51;23;95,92;3;Appartement;101;3;;;;87085
30371;43;AV;DES CASSEAUX;EL;631;148;51,47;2;Appartement;50;2;;;;87085
30372;27;RUE;DE LA PREFECTURE;AK;486;12;16,72;1;Appartement;24;1;;;;88160
30373;6;BD;VAULABELLE;EH;647;207;25,11;1;Appartement;24;1;;;;89024
30374;32;RUE;MARC SANGNIER;AL;586;102;57,31;3;Appartement;57;3;;;;91021
30375;3;RUE;DES FRENES;AR;378;8;25,75;1;Appartement;28;1;;;;91174
30376;26;RUE;JEAN PIESTRE;BI;273;16;58,65;1;Appartement;58;3;;;;91174
30377;9;RUE;J ETIENNE GUETTARD;AC;706;224;66,29;2;Appartement;67;3;;;;91223
30378;18;RUE;DE CHILLY;AE;1;169;69,9;2;Appartement;67;4;;;;91345
30379;17;RUE;DE LA PEUPLERAIE;AH;277;116;65,61;1;Appartement;62;3;;;;91345
30380;23;AV;DE LA REPUBLIQUE;AB;132;9;19,43;1;Appartement;16;1;;;;91421
30381;6;ALL;DES PETITS CHAMPS;AD;17;5;179,36;1;Maison;150;4;;;;91425
30382;24;ALL;DU PONT DES BEAUNES;Y;157;51;76,64;1;Maison;77;4;;;;91477
30383;16;RUE;DES FERMES;AW;252;45;80,75;2;Appartement;79;4;;;;91549
30384;38;RUE;DU MAIL;AH;96;17;33,8;2;Appartement;33;1;;;;91589
30385;6;ALL;DANTON;AR;151;32;90,02;1;Maison;86;5;;;;91657
30386;70;AV;DU GENERAL DE GAULLE;AS;108;3;39,5;1;Appartement;41;2;;;;91687
30387;1;RUE;DJANGO REINHARDT;D;692;18;61,34;1;Appartement;61;3;;;;91689
30388;4;IMP;DE LA CLOSERIE;AE;772;2;132,63;1;Maison;130;5;;;;91691
30389;9;RUE;DES PRIMEVERES;AK;160;128;81,47;2;Appartement;81;4;;;;91691
30390;53;AV;RAYMOND ARON;A;241;18;21,24;1;Appartement;22;1;;;;92002
30391;36;RUE;ALBERT CAMUS;AQ;212;116;51,3;2;Appartement;51;3;;;;92002
30392;37;BD;JEAN JAURES;AC;255;34;99,85;1;Appartement;106;5;;;;92024
30393;35;RUE;GEORGES BOISSEAU;T;98;39;74,82;2;Appartement;74;4;;;;92024
30394;56;AV;DE L ARCHE;D;565;2002;37,81;1;Appartement;37;2;;;;92026
30395;23;RUE;CAMILLE PELLETAN;H;154;227;68,25;2;Appartement;68;3;;;;92044
30396;123;RUE;DE SAINT - CLOUD;BY;6;5;66,89;2;Appartement;64;4;;;;92050
30397;2;RUE;DU GENERAL DELANNE;AM;4;202;25,58;1;Appartement;17;1;;;;92051
30398;61;RUE;PERRONET;T;57;19;116,04;2;Appartement;103;4;;;;92051
30399;3;VLA;DES HORTENSIAS;L;151;114;28,55;2;Appartement;28;1;;;;92060
30400;17;RUE;GERHARD PROLONGEE;AB;152;60;45,27;1;Appartement;44;2;;;;92062
30401;6;RUE;JULES PARENT;AH;494;204;64,05;2;Appartement;64;3;;;;92063
30402;3;ALL;AUGUSTE BERNARD;AM;682;3;36,6;1;Appartement;36;1;;;;92063
30403;2;RUE;DE LA MELONNIERE;BZ;378;1050;40,51;2;Appartement;36;2;;;;92063
30404;47;RUE;GUYARD DELALAIN;AV;14;3;18,83;2;Appartement;18;1;;;;93001
30405;47;RUE;DU MOUTIER;K;66;25;15,72;1;Appartement;15;1;;;;93001
30406;17;AV;MADELEINE;CV;13;2;51,02;1;Maison;63;4;;;;93005
30407;195;RUE;ROBESPIERRE;AF;228;31;79,04;1;Appartement;77;4;;;;93006
30408;18;AV;LEON BLUM;J;91;121;72,04;2;Appartement;72;3;;;;93031
30409;14;RUE;DE BOUSSOIS;L;175;132;63,85;2;Appartement;64;3;;;;93031
30410;22;RUE;DES COLLINES;BY;71;17;42,82;2;Appartement;45;2;;;;93032
30411;48;BD;HENRI BARBUSSE;AG;18;29;19,71;1;Appartement;19;2;;;;93048
30412;13;RUE;JEAN ALLEMANE;Y;242;224;76,03;1;Appartement;68;4;;;;93064
30413;12;RUE;GASTON PHILIPPE;Y;29;21;34,16;2;Appartement;36;2;;;;93066
30414;26;RUE;DES ROSIERS;V;90;10;30,02;2;Appartement;28;2;;;;93070
30415;31;RTE;DE VILLENEUVE;AC;105;130;56,95;2;Appartement;58;4;;;;94001
30416;12;RUE;SAINT GEORGES;AE;62;17;27,65;1;Appartement;25;1;;;;94001
30417;19;ALL;DES ORMES;AG;1;194;68,32;1;Appartement;67;4;;;;94001
30418;49;RUE;VERON;E;108;27;20,16;1;Appartement;20;1;;;;94002
30419;23;CHE;LATERAL;F;45;128;18,47;1;Appartement;18;1;;;;94002
30420;4;RUE;DES FRERES BONNEFF;AF;61;1;64,88;1;Maison;65;3;S;;490;94017
30421;2;RUE;SEMINAIRE DE CONFLANS;H;6;237;29,9;2;Appartement;29;1;;;;94018
30422;7;ALL;DU CLOS DU BELVEDERE;AS;273;1;110;1;Maison;100;5;;;;94019
30423;148;RUE;CONSTANT COQUELIN;A;2;18;23,77;1;Appartement;24;1;;;;94022
30424;10;RUE;SAVIGNAT;AL;329;3048;55,29;2;Appartement;56;3;;;;94028
30425;1;AV;DE LA DAME BLANCHE;BU;46;11;64,85;2;Appartement;66;2;;;;94033
30426;1;RUE;MARCEL SEMBAT;T;8;32;20,81;2;Appartement;18;1;;;;94038
30427;3;RUE;PASTEUR;A;51;12;54,92;1;Appartement;52;3;;;;94043
30428;54;RUE;DE LA CONVENTION;C;240;137;29,68;2;Appartement;29;1;;;;94043
30429;14;ALL;VAN GOGH;AK;398;29;68,87;2;Appartement;67;3;;;;94044
30430;61;AV;DU GENERAL DE GAULLE;AS;4;42;9,62;1;Appartement;1;1;;;;94046
30431;43;RUE;DU PORT;AJ;64;115;70,12;1;Appartement;72;3;;;;94052
30432;6;RUE;ANQUETIL;D;63;404;70,4;1;Appartement;70;3;;;;94052
30433;3;RUE;DU MARECHAL VAILLANT;F;35;3;60,81;2;Appartement;69;3;;;;94052
30434;30;RUE;DE CHATEAUDUN;K;80;6;33,73;1;Appartement;40;1;;;;94052
30435;3;VLA;DU TROCADERO;AM;121;29;23,91;1;Appartement;26;2;;;;94058
30436;7;RUE;JEAN MERMOZ;H;106;2;17,53;2;Appartement;18;1;;;;94067
30437;76;AV;JOFFRE;AL;49;8;50,44;1;Appartement;47;3;;;;94068
30438;85;BD;DE LA MARNE;EX;7;4;28,63;2;Appartement;36;1;;;;94068
30439;41;AV;MARINVILLE;I;120;15;58,72;2;Appartement;58;4;;;;94068
30440;83;AV;DE VERSAILLES;AH;111;1017;76,96;2;Appartement;80;4;;;;94073
30441;3;RUE;DU COLONEL FABIEN;AS;346;106;35,62;2;Appartement;36;2;;;;94077
30442;51;BD;DE LA PAIX;AD;97;17;84,72;1;Maison;84;4;;;;94078
30443;188;RUE;DE LA JARRY;J;102;106;73,98;2;Appartement;72;4;;;;94080
30444;25;AV;DES MURS DU PARC;K;14;130;19,9;1;Appartement;20;1;;;;94080
30445;18;RUE;DES VIGNERONS;V;89;92;18,68;1;Appartement;21;1;;;;94080
30446;114;RUE;CHAMPOLLION;AD;40;137;100,05;1;Maison;76;5;;;;94081
30447;31;RUE;DE LA PETITE SAUSSAIE;BQ;134;42;65,25;2;Appartement;64;3;;;;94081
30448;64;AV;STALINGRAD;BE;470;14;32,62;3;Appartement;33;2;;;;95018
30449;18;ALL;PLANETE BLEUE;HI;201;3;63;1;Appartement;67;3;;;;95183
30450;3;RUE;PIERRE BROSSOLETTE;AI;19;16;34,33;2;Appartement;35;2;;;;95203
30451;82;CHS;JULES CESAR;AO;215;39;25,53;1;Appartement;30;1;;;;95203
30452;1;;LES RAYES VERTES;BI;186;12;90,2;1;Appartement;84;4;;;;95218
30453;15;AV;CHANZY;AD;800;425;31,14;1;Appartement;30;1;;;;95252
30454;1;RUE;DES CLOSEAUX;AH;641;157;48,97;2;Appartement;48;2;;;;95252
30455;6;PL;DE NORMANDIE;A;337;8;120,48;1;Maison;103;5;;;;95256
30456;2;PL;EMILE ZOLA;AP;213;163;55,41;2;Appartement;55;3;;;;95268
30457;5;RUE;DE LA PETITE RANGE;AY;187;1;80,31;2;Maison;72;3;;;;95306
30458;20;RUE;DE LA CROIX;AY;70;20;22,98;1;Appartement;27;1;;;;95306
30459;18;CHE;DE MONTIGNY;AZ;742;2;87,05;1;Appartement;74;3;;;;95306
30460;1;AV;FOCH;BK;159;18;95,69;2;Appartement;97;4;;;;95306
30461;72;RUE;DE PARIS;AI;140;6;15,08;1;Appartement;18;1;;;;95351
30462;25;RUE;POULAIN;BE;480;9;39,14;1;Appartement;39;2;;;;95500
30463;34;CHE;DES TOURNELLES;AN;366;21;67,5;1;Maison;67;3;;;;95527
30464;33;RUE;DU COLONEL FABIEN;AL;121;52;42,4;1;Appartement;40;2;;;;95574
