Id_bien;No_voie;Type_de_voie;Voie;Section;No_plan;Premier_Lot;Surface_Carrez_du_1er_Lot;Nombre_de_lots;Type_local;Surface_reelle_bati;Nb_piece_principale;Nature_culture;Nature_culture_speciale;Surface_terrain;CodeComm_CodeDep
7865;3;ALL;JOACHIM DU BELLAY;BD;66;283;95,68;1;Appartement;93;4;;;;38151
7866;7;AV;DE VALMY;CX;75;32;18,82;1;Appartement;19;1;;;;38185
7867;317;MTE;DES DOLOMITES;AC;60;535;19,11;1;Appartement;18;1;;;;38186
7868;49;RUE;DES AIGUINARDS;AM;115;106;53,68;2;Appartement;55;3;;;;38229
7869;41;CRS;SAINT ANDRE;AH;269;16;29,82;2;Appartement;43;2;;;;38317
7870;22;RUE;LE CORBUSIER;AM;244;17;74,11;2;Appartement;73;4;;;;38421
7871;4;RUE;LOUISE LABE;BO;333;88;79,28;1;Appartement;79;4;;;;38421
7872;1;RUE;GEN DE GAULLE;AR;95;8;31,24;1;Appartement;31;2;;;;38517
7873;180;RUE;PIERRE JOSEPH PROUDHON;AI;519;12;47,8;1;Appartement;48;2;;;;39300
7874;97;RUE;DU COUT;AE;37;103;85,99;3;Appartement;95;5;;;;40004
7875;10;RUE;DE L ESTEY;AS;134;60;49,84;1;Appartement;53;2;;;;40088
7876;52;RUE;LABADIE;BD;315;223;21,88;1;Appartement;23;2;;;;40088
7877;204;RES;LES MAISONS DU GOLF;BC;24;204;52,66;1;Maison;53;4;;;;40187
7878;181;RUE;ADOUR ET CHALOSSE;D;296;1;76,87;1;Appartement;78;3;;;;40235
7879;19;RUE;DE L'EUROPE;H;1811;2;62,92;2;Appartement;64;3;;;;40272
7880;106;AV;DES SYNGNATHES;AB;207;22;21,55;1;Appartement;19;1;;;;40304
7881;39;RTE;DE MORA;BL;523;2;52,71;2;Appartement;53;3;;;;40310
7882;9004;RUE;MOLIERE;BD;173;105;47,04;2;Appartement;79;4;;;;42005
7883;18;RUE;DES REMPARTS;AL;93;2;66,6;1;Appartement;61;3;;;;42056
7884;12;IMP;REYNAUD MATOUT;AP;218;22;40,18;2;Appartement;40;2;;;;42071
7885;16;RUE;DE VERDUN;AC;380;10;50,24;1;Appartement;46;1;;;;42094
7886;122;RUE;DE LA FONFORT;AH;348;34;56,8;2;Appartement;55;2;;;;42147
7887;34;PL;DES PROMENADES POPULLE;AB;108;209;52,45;4;Appartement;52;2;;;;42187
7888;37;RUE;DES AQUEDUCS;AE;469;7;25;1;Appartement;24;2;;;;42187
7889;38;RUE;VICTOR HUGO;AE;35;39;70,1;1;Appartement;70;3;;;;42305
7890;41;BD;CARNOT;AC;181;8;84,81;1;Appartement;89;4;;;;43157
7891;41;RUE;DE LA MICHAUDIERE;AZ;472;174;57,82;2;Appartement;58;3;;;;44109
7892;28;RUE;DES GARENNES;HX;75;10;42,68;1;Appartement;42;2;;;;44109
7893;4;AV;DU COMMANDANT BOITARD;AY;651;10;56,1;1;Appartement;55;3;;;;44132
7894;4;ALL;DES MARRONNIERS;BN;29;1;93;1;Maison;83;4;;;;44132
7895;3;ALL;LOUIS PERGAUD;CO;52;1235;72,9;2;Appartement;73;4;;;;44143
7896;38;AV;DE LA CONCORDE;BY;24;19;114,37;1;Maison;118;6;;;;44162
7897;20;BD;JEAN DE NEYMAN;CM;485;222;59,14;1;Appartement;59;3;;;;44184
7898;19;RUE;DE LA VECQUERIE;DM;22;31;44,69;1;Appartement;45;2;;;;44184
7899;118;RUE;DE TOUTES AIDES;TT;94;21;59,32;1;Appartement;59;3;;;;44184
7900;40;RUE;DE PORNIC;AK;100;6;33,45;1;Appartement;35;2;;;;44187
7901;17;RUE;DE NANTES;BA;22;53;59,66;1;Appartement;60;3;;;;44204
7902;31;RUE;BARRA;AN;693;23;52,41;2;Appartement;52;2;;;;49007
7903;53;RUE;BOISNET;BS;37;105;101,92;5;Appartement;95;4;;;;49007
7904;1;RUE;ARISTIDE BRIAND;AK;839;45;83,09;1;Appartement;81;4;;;;49246
7905;15;RUE;CHARLES DE GAULLE;AB;414;13;44,9;1;Appartement;44;2;;;;53054
7906;2;RUE;DES MAIX;AR;523;8;74,58;1;Appartement;74;3;;;;54439
7907;30;RUE;GENERAL GENGOULT;AR;868;3;114,87;1;Appartement;120;4;;;;54528
7908;53;BD;MARECHAL FOCH;AC;554;34;72,59;2;Appartement;72;3;;;;54578
7909;4;RUE;RAYMOND POINCARE;AD;369;31;62,02;1;Appartement;62;3;;;;56262
7910;1;RUE;VINCENT VAN GOGH;AN;460;321;48,59;1;Appartement;48;2;;;;59343
7911;216;RUE;DES BOIS BLANCS;EN;481;2;56,5;1;Appartement;57;2;;;;59350
7912;18;RUE;LEPELLETIER;KZ;143;14;31,26;2;Appartement;30;2;;;;59350
7913;1;RUE;KONRAD ADENAUER;AI;390;8;50,63;1;Appartement;51;2;;;;59646
7914;3;RUE;DE LA FAISANDERIE;AE;24;2;47,72;4;Appartement;45;2;;;;60141
7915;104;PL;DU MARECHAL JOFFRE;AL;17;120;38,78;1;Appartement;38;2;;;;62119
7916;13;ALL;DES BRUYERES;AL;302;10;18,89;1;Appartement;19;1;;;;62525
7917;1;RUE;SAINT EXUPERY;AO;576;413;64,93;2;Appartement;73;4;;;;62893
7918;34;RUE;DU SARDON;AL;205;3;37,99;2;Appartement;38;2;;;;63103
7919;33;RUE;DE LA GIRAUDIERE;BE;884;8;45,5;1;Appartement;45;2;;;;69027
7920;970;CHE;DES FERRATIERES;AK;408;168;51,04;1;Appartement;56;2;;;;69046
7921;60;IMP;DU VAL FLEURY;B;729;15;69,7;2;Appartement;68;3;;;;69196
7922;89;RUE;DES FRERES LUMIERE;AN;328;176;65,1;2;Appartement;66;4;;;;69264
7923;18;RUE;PERSOZ;BR;11;15;62,07;2;Appartement;75;3;;;;69266
7924;486;AV;VICTOR HUGO;BS;165;336;68,03;2;Appartement;69;4;;;;69286
7925;15;RUE;LONGUE;AV;129;9;43,43;1;Appartement;43;2;;;;69381
7926;29;RUE;DES VOSGES;AD;105;1;105;2;Appartement;103;5;;;;70310
7927;12;RUE;EMMANUEL MAIRE;BV;223;191;28,12;2;Appartement;29;1;;;;72181
7928;164;AV;GEORGES CLEMENCEAU;CP;300;6;57,7;1;Appartement;57;3;;;;73065
7929;7;PROM;GEORGES MELIES;AP;262;11;65,56;1;Appartement;65;3;;;;74010
7930;49;AV;DE GENEVE;EK;87;54;90,03;2;Appartement;103;4;;;;74010
7931;7;RUE;SAINT CLAUDE;AM;67;329;53,5;3;Appartement;69;3;;;;75103
7932;45;RUE;DE TURENNE;AN;22;15;51,52;2;Appartement;51;2;;;;75103
7933;42;BD;SAINT GERMAIN;AB;105;9;68,66;1;Appartement;68;3;;;;75105
7934;130;RUE;D ASSAS;AR;45;20;48,06;1;Appartement;47;3;;;;75106
7935;20;RUE;VISCONTI;BM;82;12;114,19;2;Appartement;108;4;;;;75106
7936;6;RUE;DE SOLFERINO;AP;19;12;162,11;1;Appartement;158;5;;;;75107
7937;10;RUE;SAINT LAZARE;AG;52;114;106,59;1;Appartement;111;4;;;;75109
7938;11;RUE;SAINT LAZARE;AN;22;39;64,84;1;Appartement;67;3;;;;75109
7939;5;RUE;MORAND;AE;22;9;27,65;1;Appartement;25;2;;;;75111
7940;228;RUE;DU FBG ST ANTOINE;CS;21;553;50,2;2;Appartement;50;2;;;;75112
7941;35;RUE;DUNOIS;BL;67;2;29,02;1;Appartement;36;2;;;;75113
7942;53;AV;DU MAINE;AI;54;116;70,16;2;Appartement;65;3;;;;75114
7943;17;RUE;MORERE;CG;47;38;21,92;1;Appartement;25;2;;;;75114
7944;67;RUE;DU RANELAGH;CL;31;57;151,85;2;Appartement;136;5;;;;75116
7945;5;RUE;TROYON;AK;52;11;69,65;2;Appartement;73;3;;;;75117
7946;65;RUE;DULONG;CI;50;12;94,85;2;Appartement;96;7;;;;75117
7947;3;RUE;LEBOUTEUX;CK;20;12;49,71;1;Appartement;60;4;;;;75117
7948;173;AV;DE CLICHY;DF;6;32;15,16;1;Appartement;15;1;;;;75117
7949;54;RUE;DE LA JONQUIERE;DN;26;101;54,24;6;Appartement;70;3;;;;75117
7950;65;RUE;VAUVENARGUES;AE;15;33;37,08;2;Appartement;37;1;;;;75118
7951;96;AV;DE SAINT OUEN;AH;3;34;21,35;1;Appartement;18;1;;;;75118
7952;44;RUE;DE CLIGNANCOURT;BT;20;7;45,62;2;Appartement;44;3;;;;75118
7953;60;RUE;DE BAGNOLET;CX;60;9;69,02;1;Appartement;66;4;;;;75120
7954;9;RUE;DU BASTION;JG;70;86;19,5;1;Appartement;18;1;;;;76351
7955;12;ESP;DES GUINANDIERS;AD;136;35;56,71;1;Appartement;59;3;;;;77018
7956;20;RUE;DE L ORVANNE;AX;166;62;94,5;1;Maison;95;5;;;;77249
7957;1;RUE;NOAS DAUMESNIL;AD;351;9;21,13;1;Appartement;59;3;;;;77327
7958;17;RUE;ARISTIDE BRIAND;AI;126;11;86,45;1;Appartement;85;3;;;;77327
7959;8;RUE;PALAISOT;BC;229;65;29,58;1;Appartement;29;1;;;;77350
7960;2;RUE;DANTON;BE;249;20;76,43;1;Appartement;76;3;;;;77350
7961;41;RUE;PAUL VAILLANT COUTURIER;BD;60;15;42,6;1;Appartement;42;2;;;;78005
7962;27;AV;MAURICE BERTEAUX;AO;559;108;61,82;2;Appartement;62;3;;;;78015
7963;102;AV;JEAN MOULIN;AP;452;14;59,38;2;Appartement;60;3;;;;78126
7964;24;RTE;DE VERSAILLES;AB;70;125;109,3;3;Maison;108;5;;;;78158
7965;14;RUE;CESAR FRANCK;AC;334;506;27,34;2;Appartement;26;1;;;;78242
7966;19;RUE;DE LA MONTJOIE;B;593;4;77,68;1;Appartement;71;4;;;;78367
7967;3;RUE;ARISTIDE BRIAND;AB;312;106;47,07;2;Appartement;45;2;;;;78396
7968;2;RUE;DE BEAUVAIS;AC;34;3;23,62;1;Appartement;27;1;;;;78401
7969;74;RUE;DU PETIT BOIS;AW;44;101;54,65;1;Appartement;46;2;;;;78490
7970;40;RUE;GABRIEL PERI;AC;52;51;50,3;1;Appartement;50;2;;;;78545
7971;10;RUE;CHESNEAU;AS;115;10;50,22;3;Appartement;37;3;;;;78575
7972;2;RUE;PAUL FORT;AL;378;46;90,13;2;Appartement;90;4;;;;78640
7973;2;RUE;LA QUINTINIE;BV;3;4;29,64;2;Appartement;30;2;;;;78646
7974;13;RUE;DU MARECHAL JOFFRE;AN;327;34;47,33;2;Appartement;46;3;;;;78650
7975;2;RUE;DU 8 MAI;AR;85;1;17,11;1;Maison;16;1;;;;80228
7976;43;RES;LES MAISONS DE LA PLAGE;AB;38;104;33,5;1;Maison;33;2;;;;80649
7977;197;RUE;PIERRE CURIE;F;883;5;85,07;1;Appartement;101;3;;;;83033
7978;16;RUE;LOUIS BUSSONE;BM;89;31;41,21;2;Appartement;42;2;;;;83071
7979;1;AV;DU PORT;CE;248;34;40,44;1;Appartement;31;1;;;;83112
7980;36;CHE;DE L'ESTAGNET;AR;108;17;21,29;1;Appartement;25;1;;;;83119
7981;402;CC;119 DIT DU VIEUX REYNIER;AK;822;543;71,15;1;Appartement;75;3;;;;83126
7982;1516;CHEM;VX CHEMIN DE STE MUSSE;AZ;355;3;73,56;1;Maison;78;5;;;;83137
7983;9001;RES;LA PINEDE ST GEORGES;AL;60;2229;84,9;1;Appartement;79;4;;;;83153
7984;11;IMP;PRAIRIE;IO;17;143;75,7;1;Appartement;68;4;;;;84007
7985;7;QUAI;DE L'OUVEZE;AS;198;3;75,12;1;Appartement;80;4;;;;84016
7986;16;RUE;PIERRE BROSSOLETTE;AM;289;2;120;1;Appartement;94;4;;;;84081
7987;13;ALL;DES VAGUES;AO;235;30;55,07;1;Appartement;56;3;;;;85164
7988;9035;AV;DE BAISSE;AW;80;35;41,16;1;Maison;42;2;S;;106;85234
7989;35;RUE;VICTORIEN SARDOU;IV;335;110;62,86;3;Appartement;61;1;;;;87085
7990;14;AV;DE LA PUISAYE;DY;314;822;50,24;1;Appartement;48;2;;;;89024
7991;39;RUE;DE LA GAITE;C;335;24;60,55;1;Appartement;60;3;;;;91027
7992;5;RUE;PAUL ELUARD;AT;515;12;79,42;2;Appartement;78;4;;;;91434
7993;31;RUE;DU HARAS;AA;10;57;37,93;1;Appartement;42;2;;;;91570
7994;17;RUE;ALBERT PEUVRIER;AM;387;5;32,23;1;Appartement;35;2;;;;91570
7995;6;RES;CLOS DE VERRIERES;AD;212;206;63,42;2;Appartement;64;3;;;;91645
7996;14;RUE;HENRI SAY;AG;34;11;53,71;3;Appartement;67;3;;;;92004
7997;3;AV;SAINT JOSEPH;J;272;31;86,28;2;Appartement;86;4;;;;92004
7998;19;RUE;MORTINAT;N;74;27;16,4;1;Appartement;18;1;;;;92004
7999;14;RUE;GEORGES GUYNEMER;O;113;1;28,76;2;Appartement;24;2;;;;92004
8000;11;RUE;SAINT DENIS;F;13;23;67,12;4;Appartement;59;3;;;;92012
8001;154;AV;DE PARIS;G;153;11044;67,23;2;Appartement;67;3;;;;92020
8002;34;RUE;BAUDIN;AI;24;288;40,35;2;Appartement;40;2;;;;92026
8003;49;AV;PAUL LANGEVIN;U;3;19;52,62;2;Appartement;54;3;;;;92032
8004;7;AV;DE LA MARNE;J;1;289;18,76;1;Appartement;20;1;;;;92049
8005;44;PL;JULES FERRY;P;151;1;73,79;2;Appartement;47;2;;;;92049
8006;10;RUE;DES AMANDIERS;CJ;14;6;21,64;2;Appartement;15;1;;;;92050
8007;9;ALL;D HONNEUR;Z;3;378;91,56;2;Appartement;92;5;;;;92071
8008;2;RUE;MARC SANGNIER;L;256;13;54,37;2;Appartement;53;3;;;;92075
8009;24;AV;DES PERDRIX;L;974;2;81,69;1;Maison;80;4;;;;93047
8010;131;RUE;DE PARIS;AX;45;52;44,51;1;Appartement;44;3;;;;93048
8011;5;ALL;DE LA NOISERAIE;CE;69;75;35,4;1;Appartement;35;1;;;;93051
8012;2;RUE;PARMENTIER;AI;13;2;66;1;Maison;50;3;;;;93053
8013;42;RUE;LA RENAISSANCE FRANCAISE;AS;166;2;58,23;2;Appartement;59;2;;;;93053
8014;31;AV;DU GENERAL LECLERC;AN;4;20;66,2;1;Appartement;67;4;;;;93055
8015;28;AV;THIERS;AB;342;23;74,67;2;Appartement;76;4;;;;93062
8016;132;RUE;DU LANDY;AO;44;51;38,62;1;Appartement;38;2;;;;93070
8017;5;RUE;PIERRE BROSSOLETTE;AS;341;139;93,92;2;Appartement;93;5;;;;93073
8018;4;ALL;COURT SAINT ETIENNE;A;2357;66;43,28;1;Appartement;43;2;;;;93074
8019;1;RUE;JEAN RENAUDIE;B;338;1204;41,89;1;Appartement;42;2;;;;93079
8020;2;RUE;DU RIDDER;J;171;40;42,71;1;Appartement;30;1;;;;94003
8021;1;AV;CLAUDE DEBUSSY;AX;67;4019;73,8;2;Appartement;74;4;;;;94019
8022;49;AV;VILLENEUVE ST GEORGES;AQ;27;5;32,96;1;Appartement;33;2;;;;94022
8023;11;AV;LEON GOURDAULT;L;42;4876;60,86;2;Appartement;60;3;;;;94022
8024;1;SQ;BENJAMIN MOLOISE;BK;158;4;45,9;1;Appartement;45;2;;;;94028
8025;10;RUE;DANIELLE CASANOVA;AD;406;209;75,01;2;Appartement;76;4;;;;94033
8026;50;BD;DE BRANDEBOURG;AV;123;75;17,75;1;Appartement;17;1;;;;94041
8027;2;RUE;DU HUIT MAI 1945;AK;175;421;66,03;1;Appartement;63;3;;;;94079
8028;82;RUE;DE LA JARRY;H;12;161;50,33;1;Appartement;50;3;;;;94080
8029;4;AV;EMELIE;AE;578;403;66,45;2;Appartement;66;3;;;;95176
8030;1;ALL;DES TROENES;AV;195;206;53,44;2;Appartement;52;3;;;;95199
8031;6;RUE;DE LA COUSSAYE;AE;158;16;50,06;2;Appartement;43;3;;;;95210
8032;23;RUE;DES ACACIAS;BA;37;1632;51,12;2;Appartement;49;2;;;;95268
8033;;;LES PARQUETS;AB;358;6;68,8;1;Appartement;54;2;;;;95313
8034;12;AV;CAMILLE SAINT SAENS;CH;289;85;46,91;1;Appartement;47;2;;;;95323
8035;107;ALL;DU VEXIN;AB;124;53;117,5;1;Maison;119;5;;;;95388
8036;1;RUE;PIERRE CURIE;AM;205;29;61,62;2;Appartement;61;3;;;;95427
8037;75;RUE;GAMBETTA;AD;867;24;74,42;2;Appartement;74;5;;;;95680
8038;5447;RES;PRINCIPAUTE;T;447;55;17,1;1;Appartement;18;1;;;;972209
8039;6;RUE;PAUL AQUIOUPOU;AV;169;2;39,75;1;Appartement;45;2;;;;973304
8040;63;RUE;DE L EST;AE;444;33;83,43;1;Appartement;82;3;;;;974411
8041;22;RUE;DES PANIERS;ES;181;12;41,28;1;Appartement;42;2;;;;974411
8042;148;IMP;DU SAUGY;AO;290;19;70,53;3;Appartement;71;3;;;;01281
8043;8;RTE;DE DIVONNE;B;239;3;134,17;1;Appartement;136;4;;;;01436
8044;9;RUE;FONT CHAUDE;AS;1067;24;136,86;1;Appartement;44;2;;;;04209
8045;67;BD;DU VAL CLARET;AW;159;235;84,29;1;Appartement;85;4;;;;06004
8046;1171;CHE;DE RABIAC ESTAGNOL;BC;191;331;32,46;1;Appartement;30;2;;;;06004
8047;9;RUE;SCUDERI;AP;239;10;36,48;3;Appartement;40;4;;;;06048
8048;15;RUE;DE LA PREFECTURE;KR;236;94;15,9;1;Appartement;15;1;;;;06088
8049;15;RUE;DE LA PREFECTURE;KR;236;95;6,67;1;Appartement;15;1;;;;06088
8050;65;BD;GAMBETTA;KX;27;178;29,02;2;Appartement;29;1;;;;06088
8051;12;RUE;MIRON;LB;53;41;13,55;1;Appartement;14;1;;;;06088
8052;22;BD;MANTEGA RIGHI;LW;86;254;68,36;2;Appartement;69;3;;;;06088
8053;211;PROM;DES ANGLAIS;NE;175;6;29,72;1;Appartement;24;2;;;;06088
8054;36;AV;WINSTON CHURCHILL;AB;65;137;130,6;1;Appartement;46;2;;;;06104
8055;173;AV;DE LA PLAGE;AH;602;216;28,95;1;Appartement;32;1;;;;06104
8056;9;RUE;VICTOR HUGO;AI;813;89;79,07;2;Appartement;78;4;;;;06104
8057;9001;MRN;BAIE DES ANGES DUCAL;AT;3;5020;18,5;1;Appartement;20;1;;;;06161
8058;8;RUE;ANDRE CARABALONA;BH;828;3;103,21;1;Maison;92;3;;;;06163
8059;201;ALL;DES ONDINES;AR;390;279;119,42;1;Appartement;116;4;;;;07102
8060;17;CRS;DU PALAIS;AO;115;9;35,12;1;Appartement;36;2;;;;07186
8061;9001;;LES TOITS DE LA POUNCHE;EN;42;73;76,3;1;Maison;79;4;;;;13002
8062;61;CHE;DES PASSONS;AP;584;1;109,3;1;Appartement;108;4;;;;13005
8063;149;AV;PIERRE ROVARCH;CL;140;113;76,15;1;Appartement;73;3;;;;13028
8064;1;PL;DES MARTYRS;AE;249;4;84,5;2;Appartement;105;4;;;;13046
8065;44;RUE;DES RECOLETTES;D;182;14;28,54;1;Appartement;31;1;;;;13201
8066;10;RUE;PIERRE BELLOT;B;13;1;58,71;1;Appartement;69;3;;;;13201
8067;24;ALL;LEON GAMBETTA;C;172;11;103,12;1;Appartement;91;3;;;;13201
8068;48;AV;SAINT JEAN;D;5;72;35,97;1;Appartement;37;1;;;;13202
8069;8;RUE;BERNARD;E;32;6;36,18;1;Appartement;38;2;;;;13203
8070;11;RUE;DE VERSAILLES;C;40;2;44,45;1;Appartement;38;2;;;;13203
8071;46;AV;MAL FOCH;M;166;14;121,4;2;Appartement;138;6;;;;13204
8072;4;RUE;ALEXIS CARREL;H;164;794;35,97;1;Appartement;37;2;;;;13204
8073;18;RUE;MARX DORMOY;I;42;13;51,41;2;Appartement;48;2;;;;13204
8074;26;RUE;SAINT PIERRE;B;357;51;54,85;1;Appartement;54;3;;;;13206
8075;523;RUE;PARADIS;C;89;10;31,67;2;Appartement;33;1;;;;13208
8076;2;BD;DES CEDRES;B;169;274;97,95;1;Appartement;73;4;;;;13209
8077;46;BD;DE LA MILLIERE;A;84;48;36,1;2;Appartement;40;1;;;;13211
8078;109;BD;DE LA COMTESSE;N;289;44;27,53;1;Appartement;26;1;;;;13212
8079;5100;IMP;DU GAROU;A;336;236;92,09;1;Appartement;93;5;;;;13213
8080;70;AV;CLAUDE MONET;D;234;384;62,4;1;Appartement;62;3;;;;13214
8081;5754;RUE;DE LASSAY;AC;626;24;29,34;1;Appartement;30;2;;;;14079
8082;3;RUE;NOTRE DAME;AH;56;1;62,69;1;Appartement;80;3;;;;14333
8083;1;RUE;VICTOR HUGO;AB;252;26;55,88;1;Appartement;65;3;;;;14715
8084;1;RUE;NOTRE DAME;AH;211;14;112,84;2;Appartement;111;5;;;;22070
8085;9001;RUE;DE LA CHANTRERIE;AD;178;9;41,5;1;Appartement;45;2;;;;22362
8086;15;;COTE DE RAVAT;AW;442;86;46,66;1;Appartement;47;2;;;;24520
8087;9016;;LES PLANTADES;Y;741;27;85,26;2;Appartement;86;4;;;;26235
8088;52;RUE;JACQUEMART;BI;308;11;13,36;2;Appartement;49;2;;;;26281
8089;13;RUE;PETITE RUE NEUVE;BK;928;42;75,47;1;Appartement;77;3;;;;26281
8090;14;BD;VOLTAIRE;BL;53;123;80,5;1;Appartement;70;3;;;;26281
8091;8;RUE;JACQUELINE DOMERGUE;AK;390;35;61,73;2;Appartement;62;4;;;;29232
8092;34;RUE;DE MONTSEGUR;BE;24;5;115,98;1;Appartement;129;3;;;;30133
8093;225;RTE;DES MARINES;CN;6;8;26,93;1;Appartement;26;1;;;;30133
8094;12;RUE;ESCOUSSIERES MONTGAILLARD;AB;453;11;17,78;1;Appartement;23;1;;;;31555
8095;54;BD;DE LA PLAGE;BI;62;13;50,08;1;Appartement;50;2;;;;33005
8096;149;RUE;BILLAUDEL;CV;250;2;57,78;1;Appartement;62;3;;;;33063
8097;16;RUE;LAPORTE CAUD;VH;23;419;62,18;2;Appartement;69;4;;;;33063
8098;4;RUE;ARMAND DANEY;BO;133;6;47,69;1;Appartement;48;2;;;;33199
8099;10;AV;DU MAL DES LOGIS GARNUNG;BI;22;5;34,05;1;Appartement;37;2;;;;33214
8100;2;LOT;LES ALLEES FORESTIERES;AP;177;2;114,34;1;Maison;117;4;;;;33236
8101;2;AV;DE NOES;KE;186;217;68,34;1;Appartement;72;4;;;;33318
8102;9;RUE;MICHELE PERREIN;AM;302;2;50,58;3;Appartement;50;3;;;;33352
8103;8;RUE;DE LA MAISON DES JEUNES;AM;351;20;62,53;1;Appartement;63;3;;;;33519
8104;2;QUAI;DE LA TRIREME;OL;2;335;18,31;1;Appartement;20;1;;;;34003
8105;9001;RES;LE SAGITTAIRE;AC;190;72;18,39;1;Appartement;18;1;;;;34023
8106;6;CHE;DES MEUNIERES;BX;307;11;32,65;1;Appartement;33;2;;;;34145
8107;22;RUE;CAPITAINE DAVID;BK;758;6;40,45;1;Appartement;38;2;;;;34199
8108;14;RUE;PIERRE SEMARD;AM;87;24;45,16;1;Appartement;45;2;;;;34301
8109;8;BD;DE LA LIBERTE;AL;302;6;43,92;1;Appartement;43;1;;;;35236
8110;18;RUE;DE CHATEAUDUN;BN;1038;104;22,64;2;Appartement;23;1;;;;35238
8111;6;RUE;SAINT HELIER;BR;664;4;77,5;1;Appartement;78;2;;;;35238
8112;8;RUE;DE L'ABBE PIERRE;AP;359;33;58,2;1;Appartement;56;3;;;;35278
8113;3;PAS;DES LOTUS;DK;720;12;67,87;2;Appartement;68;3;;;;35288
8114;10;RUE;ROGER METTE;VE;100;29;32;1;Appartement;32;2;;;;35288
8115;151;AV;ANDRE MAGINOT;AY;530;6;67,23;1;Appartement;67;3;;;;37261
8116;28;AV;DAVALLET;AK;544;6;18,27;2;Appartement;54;2;;;;38006
8117;48;BD;MAL FOCH;DI;69;27;73,9;2;Appartement;77;4;;;;38185
8118;140;CHEM;DE LAGROUNE;AA;16;1;132,45;1;Maison;132;4;;;;40004
8119;901;AV;JEAN ROSTAND;AO;107;2;59,67;1;Maison;58;3;;;;40065
8120;1;BD;DE POYUSAN;AD;353;29;102,83;2;Appartement;103;4;;;;40088
8121;1;RUE;DES MERLES;AI;488;2;94,26;1;Appartement;94;4;;;;40133
8122;118;RES;DOMAINE GOLF DE PINSOLLE;CP;350;47;31,52;1;Appartement;31;2;;;;40310
8123;1;RUE;EMILE REYMOND;BN;275;31;107,85;2;Appartement;107;4;;;;42005
8124;36;RUE;DU HUIT MAI;AD;311;10;39,3;1;Appartement;42;2;;;;42094
8125;10;PL;MARGUERITE GONON;BD;16;7;102,42;1;Appartement;107;4;;;;42127
8126;630;RTE;DE SAINT ETIENNE;AT;116;7;70,5;1;Appartement;70;1;;;;42149
8127;56;RUE;JEAN JAURES;AL;217;6;25,68;1;Appartement;25;1;;;;42187
8128;23;RUE;DES ECOLES;AB;231;7;73,83;1;Appartement;74;3;;;;42302
8129;7;RUE;PASTEUR;BB;227;1;54,91;2;Appartement;57;2;;;;44087
8130;16;AV;DU LITTORAL;AS;320;42;22,95;1;Appartement;22;1;;;;44132
8131;23;RUE;DE CAHORS;CM;67;61;66,74;2;Appartement;67;3;;;;44162
8132;1;RUE;KLEBER;AT;760;4;52,69;3;Appartement;53;3;;;;45068
8133;31;RUE;DES ARMENAULT;CH;137;27;60,48;1;Appartement;60;3;;;;45284
8134;350;RUE;DE VILLESERIN;ZI;104;6;84,74;1;Appartement;90;3;;;;45308
8135;5001;;MAYNEOU;K;565;27;28,72;1;Appartement;28;2;;;;47052
8136;83;AV;DU MARECHAL FOCH;AM;375;2;198;1;Appartement;100;5;;;;48080
8137;13;RUE;ST LAZARE;HO;466;3;35,65;1;Appartement;36;2;;;;49007
8138;8;COUR;DES ECHELLES;CW;81;1;50,65;1;Appartement;52;2;;;;51454
8139;38;RUE;VICTOR PROUVE;BV;221;2;38;1;Appartement;38;1;;;;54395
8140;17;RUE;MARC RATY;AB;632;476;88;1;Maison;84;5;;;;54493
8141;6;RUE;DE LA FONTAINE;AK;494;4;42,23;1;Appartement;42;2;;;;56055
8142;5;AV;DES NAIADES;AW;251;7;33,24;1;Appartement;32;1;;;;56186
8143;8;ALL;VAUBAN;NK;187;2;31,59;1;Appartement;31;1;;;;59009
8144;5003;RUE;JEAN DE LANNOY;AB;538;509;45,55;2;Appartement;46;2;;;;59332
8145;142;RUE;JULES GUESDE;AB;1246;2;105;1;Appartement;85;3;;;;59367
8146;22;RUE;PIERRE SAUVAGE;BX;106;37;71,19;1;Appartement;161;4;;;;60159
8147;9019;RES;LE HAMEAU DU PAR;AD;901;1;42,53;1;Appartement;36;3;;;;66171
8148;372;RTE;DE GENAS;B;1618;83;53,43;1;Appartement;53;2;;;;69029
8149;8;RUE;LORTET;AL;68;2;29,53;1;Appartement;30;3;;;;69149
8150;84;RUE;NATIONALE;AC;169;7;66,07;2;Appartement;66;3;;;;69264
8151;5;RUE;CONSTANTINE;AT;109;52;37,6;1;Appartement;162;6;;;;69381
8152;26;CHE;DES FINS NORD;EK;75;108;60,21;2;Appartement;62;3;;;;74010
8153;231;RTE;DE LA GLIAT;A;2860;1025;20,01;1;Appartement;24;2;;;;74215
8154;144;RUE;SAINT HONORE;AS;44;3;31,24;1;Appartement;33;1;;;;75101
8155;62;RUE;TIQUETONNE;AK;62;13;98,12;1;Appartement;98;3;;;;75102
8156;130;RUE;DU TEMPLE;AI;40;11;12,83;1;Appartement;13;1;;;;75103
8157;52;RUE;DE BOURGOGNE;AY;15;26;112,5;1;Appartement;110;4;;;;75107
8158;127;RUE;ST DOMINIQUE;CD;105;24;101,52;2;Appartement;75;4;;;;75107
8159;17;AV;DE LA BOURDONNAIS;CI;7;120;76,49;2;Appartement;78;3;;;;75107
