Id_ventes;No_disposition;Date_mutation;Nature_mutation;Valeur_fonciere;Id_refbien
9973;1;19/02/2020;Vente;66900;9973
9974;1;19/02/2020;Vente;50698;9974
9975;1;19/02/2020;Vente;86000;9975
9976;1;19/02/2020;Vente;155300;9976
9977;1;19/02/2020;Vente;41700;9977
9978;1;19/02/2020;Vente;98000;9978
9979;1;19/02/2020;Vente;111000;9979
9980;1;19/02/2020;Vente;190270;9980
9981;1;19/02/2020;Vente;78000;9981
9982;1;19/02/2020;Vente;247700;9982
9983;1;19/02/2020;Vente;326400;9983
9984;1;19/02/2020;Vente;83000;9984
9985;1;19/02/2020;Vente;38510;9985
9986;1;19/02/2020;Vente;147000;9986
9987;1;19/02/2020;Vente;122180;9987
9988;1;19/02/2020;Vente;7600000;9988
9989;1;19/02/2020;Vente;614000;9989
9990;1;19/02/2020;Vente;375000;9990
9991;1;19/02/2020;Vente;263567;9991
9992;1;19/02/2020;Vente;298500;9992
9993;1;19/02/2020;Vente;452000;9993
9994;1;19/02/2020;Vente;315904;9994
9995;1;19/02/2020;Vente;1014800;9995
9996;1;19/02/2020;Vente;495500;9996
9997;1;19/02/2020;Vente;220000;9997
9998;1;19/02/2020;Vente;452000;9998
9999;1;19/02/2020;Vente;570800;9999
10000;1;19/02/2020;Vente;346500;10000
10001;1;19/02/2020;Vente;308500;10001
10002;1;19/02/2020;Vente;481172;10002
10003;1;19/02/2020;Vente;325000;10003
10004;1;19/02/2020;Vente;909750;10004
10005;1;19/02/2020;Vente;452000;10005
10006;1;19/02/2020;Vente;570000;10006
10007;1;19/02/2020;Vente;449020;10007
10008;1;19/02/2020;Vente;605800;10008
10009;1;19/02/2020;Vente;203000;10009
10010;1;19/02/2020;Vente;279600;10010
10011;1;19/02/2020;Vente;924800;10011
10012;1;19/02/2020;Vente;203000;10012
10013;1;19/02/2020;Vente;232500;10013
10014;1;19/02/2020;Vente;180649;10014
10015;1;19/02/2020;Vente;138350;10015
10016;1;19/02/2020;Vente;99500;10016
10017;1;19/02/2020;Vente;170000;10017
10018;1;19/02/2020;Vente;289500;10018
10019;1;19/02/2020;Vente;52500;10019
10020;1;19/02/2020;Vente;226825;10020
10021;1;19/02/2020;Vente;170000;10021
10022;1;19/02/2020;Vente;158000;10022
10023;1;19/02/2020;Vente;148500;10023
10024;1;19/02/2020;Vente;396966;10024
10025;1;19/02/2020;Vente;92000;10025
10026;1;19/02/2020;Vente;195000;10026
10027;1;19/02/2020;Vente;247130;10027
10028;1;19/02/2020;Vente;142000;10028
10029;1;19/02/2020;Vente;48100;10029
10030;1;19/02/2020;Vente;191971;10030
10031;1;19/02/2020;Vente;174000;10031
10032;1;19/02/2020;Vente;268150;10032
10033;1;19/02/2020;Vente;366130;10033
10034;1;19/02/2020;Vente;57500;10034
10035;1;19/02/2020;Vente;137000;10035
10036;1;19/02/2020;Vente;177000;10036
10037;1;19/02/2020;Vente;76000;10037
10038;1;19/02/2020;Vente;179000;10038
10039;1;19/02/2020;Vente;118000;10039
10040;1;19/02/2020;Vente;98800;10040
10041;1;19/02/2020;Vente;103695;10041
10042;1;19/02/2020;Vente;98281;10042
10043;1;19/02/2020;Vente;86050;10043
10044;1;19/02/2020;Vente;119500;10044
10045;1;19/02/2020;Vente;170000;10045
10046;1;19/02/2020;Vente;112000;10046
10047;1;19/02/2020;Vente;156800;10047
10048;1;19/02/2020;Vente;259750;10048
10049;1;19/02/2020;Vente;238000;10049
10050;1;19/02/2020;Vente;279900;10050
10051;1;19/02/2020;Vente;372000;10051
10052;1;19/02/2020;Vente;152000;10052
10053;1;19/02/2020;Vente;115500;10053
10054;1;19/02/2020;Vente;140000;10054
10055;1;19/02/2020;Vente;174200;10055
10056;1;19/02/2020;Vente;163000;10056
10057;1;19/02/2020;Vente;270000;10057
10058;1;19/02/2020;Vente;243902;10058
10059;1;19/02/2020;Vente;188350;10059
10060;1;19/02/2020;Vente;383775;10060
10061;1;19/02/2020;Vente;212000;10061
10062;1;19/02/2020;Vente;329000;10062
10063;1;19/02/2020;Vente;430000;10063
10064;1;19/02/2020;Vente;424500;10064
10065;1;19/02/2020;Vente;598778;10065
10066;1;19/02/2020;Vente;312000;10066
10067;1;19/02/2020;Vente;154940;10067
10068;1;19/02/2020;Vente;300000;10068
10069;1;19/02/2020;Vente;476000;10069
10070;1;19/02/2020;Vente;335000;10070
10071;1;19/02/2020;Vente;117000;10071
10072;1;19/02/2020;Vente;461000;10072
10073;1;19/02/2020;Vente;230000;10073
10074;1;19/02/2020;Vente;342210;10074
10075;1;19/02/2020;Vente;188000;10075
10076;1;19/02/2020;Vente;124000;10076
10077;1;19/02/2020;Vente;345000;10077
10078;1;19/02/2020;Vente;329000;10078
10079;1;19/02/2020;Vente;108400;10079
10080;1;19/02/2020;Vente;94000;10080
10081;1;19/02/2020;Vente;143312;10081
10082;1;19/02/2020;Vente;153500;10082
10083;2;19/02/2020;Vente;190500;10083
10084;1;19/02/2020;Vente;173137,62;10084
10085;1;19/02/2020;Vente;212500;10085
10086;1;19/02/2020;Vente;128050;10086
10087;1;19/02/2020;Vente;262000;10087
10088;1;19/02/2020;Vente;169700;10088
10089;1;19/02/2020;Vente;419000;10089
10090;1;19/02/2020;Vente;335000;10090
10091;1;19/02/2020;Vente;189600;10091
10092;1;19/02/2020;Vente;193550;10092
10093;1;19/02/2020;Vente;132000;10093
10094;1;19/02/2020;Vente;229960;10094
10095;1;19/02/2020;Vente;213000;10095
10096;1;19/02/2020;Vente;320000;10096
10097;1;19/02/2020;Vente;248300;10097
10098;1;19/02/2020;Vente;445000;10098
10099;1;19/02/2020;Vente;166680;10099
10100;1;19/02/2020;Vente;79450;10100
10101;1;19/02/2020;Vente;275500;10101
10102;1;19/02/2020;Vente;99000;10102
10103;1;19/02/2020;Vente;167000;10103
10104;1;19/02/2020;Vente;186000;10104
10105;1;19/02/2020;Vente;157000;10105
10106;1;19/02/2020;Vente;137500;10106
10107;1;19/02/2020;Vente;212277,1;10107
10108;1;19/02/2020;Vente;223000;10108
10109;1;19/02/2020;Vente;220000;10109
10110;1;19/02/2020;Vente;86000;10110
10111;1;19/02/2020;Vente;104000;10111
10112;1;19/02/2020;Vente;127050;10112
10113;1;20/02/2020;Vente;505000;10113
10114;1;20/02/2020;Vente;105500;10114
10115;1;20/02/2020;Vente;70020;10115
10116;1;20/02/2020;Vente;117110;10116
10117;1;20/02/2020;Vente;105000;10117
10118;1;20/02/2020;Vente;617785;10118
10119;1;20/02/2020;Vente;294844,72;10119
10120;1;20/02/2020;Vente;203000;10120
10121;1;20/02/2020;Vente;234820;10121
10122;1;20/02/2020;Vente;485000;10122
10123;1;20/02/2020;Vente;391000;10123
10124;1;20/02/2020;Vente;105000;10124
10125;1;20/02/2020;Vente;19000;10125
10126;1;20/02/2020;Vente;97000;10126
10127;1;20/02/2020;Vente;78200;10127
10128;1;20/02/2020;Vente;64500;10128
10129;1;20/02/2020;Vente;142000;10129
10130;1;20/02/2020;Vente;195000;10130
10131;1;20/02/2020;Vente;300000;10131
10132;1;20/02/2020;Vente;140000;10132
10133;1;20/02/2020;Vente;90000;10133
10134;1;20/02/2020;Vente;190000;10134
10135;1;20/02/2020;Vente;83000;10135
10136;1;20/02/2020;Vente;64000;10136
10137;1;20/02/2020;Vente;208000;10137
10138;1;20/02/2020;Vente;400000;10138
10139;1;20/02/2020;Vente;34000;10139
10140;1;20/02/2020;Vente;83400;10140
10141;1;20/02/2020;Vente;142500;10141
10142;1;20/02/2020;Vente;375000;10142
10143;1;20/02/2020;Vente;99000;10143
10144;1;20/02/2020;Vente;135000;10144
10145;1;20/02/2020;Vente;210000;10145
10146;1;20/02/2020;Vente;146090;10146
10147;1;20/02/2020;Vente;165000;10147
10148;1;20/02/2020;Vente;158000;10148
10149;1;20/02/2020;Vente;81000;10149
10150;1;20/02/2020;Vente;32000;10150
10151;1;20/02/2020;Vente;90000;10151
10152;1;20/02/2020;Vente;124000;10152
10153;1;20/02/2020;Vente;226290;10153
10154;1;20/02/2020;Vente;82100;10154
10155;1;20/02/2020;Vente;140000;10155
10156;1;20/02/2020;Vente;215000;10156
10157;1;20/02/2020;Vente;169000;10157
10158;1;20/02/2020;Vente;91000;10158
10159;1;20/02/2020;Vente;49500;10159
10160;1;20/02/2020;Vente;44500;10160
10161;1;20/02/2020;Vente;187000;10161
10162;1;20/02/2020;Vente;116120;10162
10163;1;20/02/2020;Vente;254200;10163
10164;1;20/02/2020;Vente;163450;10164
10165;1;20/02/2020;Vente;148000;10165
10166;1;20/02/2020;Vente;97500;10166
10167;1;20/02/2020;Vente;65000;10167
10168;1;20/02/2020;Vente;139000;10168
10169;1;20/02/2020;Vente;202736;10169
10170;1;20/02/2020;Vente;147000;10170
10171;1;20/02/2020;Vente;160500;10171
10172;1;20/02/2020;Vente;210000;10172
10173;1;20/02/2020;Vente;123008,33;10173
10174;1;20/02/2020;Vente;388500;10174
10175;1;20/02/2020;Vente;244500;10175
10176;1;20/02/2020;Vente;316150;10176
10177;1;20/02/2020;Vente;220000;10177
10178;1;20/02/2020;Vente;159101;10178
10179;1;20/02/2020;Vente;144000;10179
10180;1;20/02/2020;Vente;107900;10180
10181;1;20/02/2020;Vente;138000;10181
10182;1;20/02/2020;Vente;185000;10182
10183;1;20/02/2020;Vente;148900;10183
10184;1;20/02/2020;Vente;132500;10184
10185;1;20/02/2020;Vente;196000;10185
10186;1;20/02/2020;Vente;175965;10186
10187;1;20/02/2020;Vente;68000;10187
10188;1;20/02/2020;Vente;50000;10188
10189;1;20/02/2020;Vente;112580;10189
10190;1;20/02/2020;Vente;356980;10190
10191;1;20/02/2020;Vente;85500;10191
10192;1;20/02/2020;Vente;343000;10192
10193;1;20/02/2020;Vente;103000;10193
10194;1;20/02/2020;Vente;59000;10194
10195;1;20/02/2020;Vente;59320;10195
10196;1;20/02/2020;Vente;212000;10196
10197;1;20/02/2020;Vente;124000;10197
10198;1;20/02/2020;Vente;104000;10198
10199;1;20/02/2020;Vente;102000;10199
10200;1;20/02/2020;Vente;113500;10200
10201;1;20/02/2020;Vente;48000;10201
10202;1;20/02/2020;Vente;110000;10202
10203;1;20/02/2020;Vente;223645;10203
10204;1;20/02/2020;Vente;66880;10204
10205;1;20/02/2020;Vente;104000;10205
10206;1;20/02/2020;Vente;157200;10206
10207;1;20/02/2020;Vente;129500;10207
10208;1;20/02/2020;Vente;161400;10208
10209;1;20/02/2020;Vente;174000;10209
10210;1;20/02/2020;Vente;52250;10210
10211;1;20/02/2020;Vente;69500;10211
10212;1;20/02/2020;Vente;45000;10212
10213;1;20/02/2020;Vente;86000;10213
10214;1;20/02/2020;Vente;132130;10214
10215;1;20/02/2020;Vente;134000;10215
10216;1;20/02/2020;Vente;265000;10216
10217;1;20/02/2020;Vente;104274;10217
10218;1;20/02/2020;Vente;90250;10218
10219;1;20/02/2020;Vente;65000;10219
10220;1;20/02/2020;Vente;99000;10220
10221;1;20/02/2020;Vente;187600;10221
10222;1;20/02/2020;Vente;143000;10222
10223;1;20/02/2020;Vente;119990;10223
10224;1;20/02/2020;Vente;62000;10224
10225;1;20/02/2020;Vente;141500;10225
10226;1;20/02/2020;Vente;70000;10226
10227;1;20/02/2020;Vente;131420;10227
10228;1;20/02/2020;Vente;76000;10228
10229;1;20/02/2020;Vente;122000;10229
10230;1;20/02/2020;Vente;165500;10230
10231;1;20/02/2020;Vente;95000;10231
10232;1;20/02/2020;Vente;91750;10232
10233;1;20/02/2020;Vente;208000;10233
10234;1;20/02/2020;Vente;85700;10234
10235;1;20/02/2020;Vente;74500;10235
10236;1;20/02/2020;Vente;57600;10236
10237;1;20/02/2020;Vente;119000;10237
10238;1;20/02/2020;Vente;125000;10238
10239;1;20/02/2020;Vente;161200;10239
10240;1;20/02/2020;Vente;141000;10240
10241;1;20/02/2020;Vente;122300;10241
10242;1;20/02/2020;Vente;155000;10242
10243;1;20/02/2020;Vente;200000;10243
10244;1;20/02/2020;Vente;284500;10244
10245;1;20/02/2020;Vente;78240;10245
10246;1;20/02/2020;Vente;349000;10246
10247;1;20/02/2020;Vente;103950;10247
10248;1;20/02/2020;Vente;71500;10248
10249;1;20/02/2020;Vente;172000;10249
10250;1;20/02/2020;Vente;74000;10250
10251;1;20/02/2020;Vente;284650;10251
10252;1;20/02/2020;Vente;222260;10252
10253;1;20/02/2020;Vente;299810;10253
10254;1;20/02/2020;Vente;315000;10254
10255;1;20/02/2020;Vente;215000;10255
10256;1;20/02/2020;Vente;107000;10256
10257;1;20/02/2020;Vente;303000;10257
10258;1;20/02/2020;Vente;89800;10258
10259;1;20/02/2020;Vente;197830;10259
10260;1;20/02/2020;Vente;750270;10260
10261;1;20/02/2020;Vente;179900;10261
10262;1;20/02/2020;Vente;421750;10262
10263;1;20/02/2020;Vente;902500;10263
10264;1;20/02/2020;Vente;1260000;10264
10265;1;20/02/2020;Vente;212600;10265
10266;1;20/02/2020;Vente;584000;10266
10267;1;20/02/2020;Vente;230061;10267
10268;1;20/02/2020;Vente;167000;10268
10269;1;20/02/2020;Vente;299000;10269
10270;1;20/02/2020;Vente;195500;10270
10271;1;20/02/2020;Vente;351005;10271
10272;1;20/02/2020;Vente;134000;10272
10273;1;20/02/2020;Vente;313000;10273
10274;1;20/02/2020;Vente;353335;10274
10275;1;20/02/2020;Vente;735000;10275
10276;1;20/02/2020;Vente;563000;10276
10277;1;20/02/2020;Vente;1016550;10277
10278;1;20/02/2020;Vente;465400;10278
10279;1;20/02/2020;Vente;142000;10279
10280;1;20/02/2020;Vente;360500;10280
10281;1;20/02/2020;Vente;693800;10281
10282;1;20/02/2020;Vente;278500;10282
10283;1;20/02/2020;Vente;235000;10283
10284;1;20/02/2020;Vente;251500;10284
10285;1;20/02/2020;Vente;122000;10285
10286;1;20/02/2020;Vente;513500;10286
10287;1;20/02/2020;Vente;107000;10287
10288;1;20/02/2020;Vente;405000;10288
10289;1;20/02/2020;Vente;101700;10289
10290;1;20/02/2020;Vente;94000;10290
10291;1;20/02/2020;Vente;94000;10291
10292;1;20/02/2020;Vente;141000;10292
10293;1;20/02/2020;Vente;108000;10293
10294;1;20/02/2020;Vente;175000;10294
10295;1;20/02/2020;Vente;128000;10295
10296;1;20/02/2020;Vente;228000;10296
10297;1;20/02/2020;Vente;244000;10297
10298;1;20/02/2020;Vente;195000;10298
10299;1;20/02/2020;Vente;160000;10299
10300;1;20/02/2020;Vente;422000;10300
10301;1;20/02/2020;Vente;175000;10301
10302;1;20/02/2020;Vente;135024;10302
10303;1;20/02/2020;Vente;253100;10303
10304;1;20/02/2020;Vente;163000;10304
10305;1;20/02/2020;Vente;307000;10305
10306;1;20/02/2020;Vente;202000;10306
10307;1;20/02/2020;Vente;408000;10307
10308;1;20/02/2020;Vente;316750;10308
10309;1;20/02/2020;Vente;116500;10309
10310;1;20/02/2020;Vente;88500;10310
10311;1;20/02/2020;Vente;131000;10311
10312;1;20/02/2020;Vente;210000;10312
10313;1;20/02/2020;Vente;75000;10313
10314;1;20/02/2020;Vente;247000;10314
10315;1;20/02/2020;Vente;210000;10315
10316;1;20/02/2020;Vente;126500;10316
10317;1;20/02/2020;Vente;213150;10317
10318;1;20/02/2020;Vente;457500;10318
10319;1;20/02/2020;Vente;242000;10319
10320;1;20/02/2020;Vente;140000;10320
10321;1;20/02/2020;Vente;166000;10321
10322;1;20/02/2020;Vente;95000;10322
10323;1;20/02/2020;Vente;259000;10323
10324;1;20/02/2020;Vente;86000;10324
10325;1;20/02/2020;Vente;75000;10325
10326;1;20/02/2020;Vente;121500;10326
10327;1;20/02/2020;Vente;69500;10327
10328;1;20/02/2020;Vente;40000;10328
10329;1;20/02/2020;Vente;143500;10329
10330;1;20/02/2020;Vente;120000;10330
10331;1;20/02/2020;Vente;90000;10331
10332;1;20/02/2020;Vente;248000;10332
10333;1;20/02/2020;Vente;245500;10333
10334;1;20/02/2020;Vente;91000;10334
10335;1;20/02/2020;Vente;279000;10335
10336;1;20/02/2020;Vente;91000;10336
10337;1;20/02/2020;Vente;136500;10337
10338;1;20/02/2020;Vente;94000;10338
10339;1;20/02/2020;Vente;140000;10339
10340;1;20/02/2020;Vente;450000;10340
10341;1;20/02/2020;Vente;500000;10341
10342;1;20/02/2020;Vente;515440;10342
10343;1;20/02/2020;Vente;550000;10343
10344;1;20/02/2020;Vente;346850;10344
10345;1;20/02/2020;Vente;210000;10345
10346;1;20/02/2020;Vente;467000;10346
10347;1;20/02/2020;Vente;229500;10347
10348;1;20/02/2020;Vente;463400;10348
10349;1;20/02/2020;Vente;652000;10349
10350;1;20/02/2020;Vente;114000;10350
10351;1;20/02/2020;Vente;113000;10351
10352;1;20/02/2020;Vente;105000;10352
10353;1;20/02/2020;Vente;510000;10353
10354;1;20/02/2020;Vente;134000;10354
10355;1;20/02/2020;Vente;148000;10355
10356;1;20/02/2020;Vente;42000;10356
10357;1;20/02/2020;Vente;189000;10357
10358;1;20/02/2020;Vente;181000;10358
10359;1;20/02/2020;Vente;203750;10359
10360;1;20/02/2020;Vente;250000;10360
10361;1;20/02/2020;Vente;107367,68;10361
10362;1;20/02/2020;Vente;134700;10362
10363;1;20/02/2020;Vente;323000;10363
10364;1;20/02/2020;Vente;220095;10364
10365;1;20/02/2020;Vente;248000;10365
10366;1;20/02/2020;Vente;315000;10366
10367;1;20/02/2020;Vente;107000;10367
10368;1;20/02/2020;Vente;444000;10368
10369;1;20/02/2020;Vente;166500;10369
10370;1;20/02/2020;Vente;274000;10370
10371;1;20/02/2020;Vente;314554;10371
10372;1;20/02/2020;Vente;325000;10372
10373;1;20/02/2020;Vente;355000;10373
10374;1;20/02/2020;Vente;177000;10374
10375;1;20/02/2020;Vente;150000;10375
10376;1;20/02/2020;Vente;99900;10376
10377;1;20/02/2020;Vente;171000;10377
10378;1;20/02/2020;Vente;164000;10378
10379;1;20/02/2020;Vente;232000;10379
10380;1;20/02/2020;Vente;233000;10380
10381;1;20/02/2020;Vente;126000;10381
10382;1;20/02/2020;Vente;170000;10382
10383;1;20/02/2020;Vente;125000;10383
10384;1;20/02/2020;Vente;152295;10384
10385;1;20/02/2020;Vente;178500;10385
10386;1;21/02/2020;Vente;310000;10386
10387;1;21/02/2020;Vente;112900;10387
10388;1;21/02/2020;Vente;39500;10388
10389;1;21/02/2020;Vente;230000;10389
10390;1;21/02/2020;Vente;83000;10390
10391;1;21/02/2020;Vente;270200;10391
10392;1;21/02/2020;Vente;146200;10392
10393;1;21/02/2020;Vente;220000;10393
10394;1;21/02/2020;Vente;85000;10394
10395;1;21/02/2020;Vente;67200;10395
10396;1;21/02/2020;Vente;49000;10396
10397;1;21/02/2020;Vente;550000;10397
10398;1;21/02/2020;Vente;283000;10398
10399;1;21/02/2020;Vente;108000;10399
10400;1;21/02/2020;Vente;230000;10400
10401;1;21/02/2020;Vente;258000;10401
10402;1;21/02/2020;Vente;101800;10402
10403;1;21/02/2020;Vente;292500;10403
10404;1;21/02/2020;Vente;480000;10404
10405;1;21/02/2020;Vente;532500;10405
10406;1;21/02/2020;Vente;417145;10406
10407;1;21/02/2020;Vente;143730;10407
10408;1;21/02/2020;Vente;208000;10408
10409;1;21/02/2020;Vente;45000;10409
10410;1;21/02/2020;Vente;70000;10410
10411;1;21/02/2020;Vente;82650;10411
10412;1;21/02/2020;Vente;130750;10412
10413;1;21/02/2020;Vente;46000;10413
10414;1;21/02/2020;Vente;196000;10414
10415;1;21/02/2020;Vente;115790;10415
10416;1;21/02/2020;Vente;156300;10416
10417;1;21/02/2020;Vente;129000;10417
10418;1;21/02/2020;Vente;147000;10418
10419;1;21/02/2020;Vente;103000;10419
10420;1;21/02/2020;Vente;145000;10420
10421;1;21/02/2020;Vente;310500;10421
10422;1;21/02/2020;Vente;73000;10422
10423;1;21/02/2020;Vente;120000;10423
10424;1;21/02/2020;Vente;74000;10424
10425;1;21/02/2020;Vente;192000;10425
10426;1;21/02/2020;Vente;385000;10426
10427;1;21/02/2020;Vente;125000;10427
10428;1;21/02/2020;Vente;139000;10428
10429;1;21/02/2020;Vente;122000;10429
10430;1;21/02/2020;Vente;164000;10430
10431;1;21/02/2020;Vente;210627;10431
10432;1;21/02/2020;Vente;56000;10432
10433;1;21/02/2020;Vente;222700;10433
10434;1;21/02/2020;Vente;136000;10434
10435;1;21/02/2020;Vente;197000;10435
10436;1;21/02/2020;Vente;150000;10436
10437;1;21/02/2020;Vente;48000;10437
10438;1;21/02/2020;Vente;116000;10438
10439;1;21/02/2020;Vente;95000;10439
10440;1;21/02/2020;Vente;74990;10440
10441;1;21/02/2020;Vente;93000;10441
10442;1;21/02/2020;Vente;64700;10442
10443;1;21/02/2020;Vente;247200;10443
10444;1;21/02/2020;Vente;100500;10444
10445;1;21/02/2020;Vente;205000;10445
10446;1;21/02/2020;Vente;117600;10446
10447;1;21/02/2020;Vente;127260;10447
10448;1;21/02/2020;Vente;59000;10448
10449;1;21/02/2020;Vente;71600;10449
10450;1;21/02/2020;Vente;245250;10450
10451;1;21/02/2020;Vente;191210;10451
10452;1;21/02/2020;Vente;152250;10452
10453;1;21/02/2020;Vente;150000;10453
10454;1;21/02/2020;Vente;287500;10454
10455;1;21/02/2020;Vente;194000;10455
10456;1;21/02/2020;Vente;90000;10456
10457;1;21/02/2020;Vente;192685;10457
10458;1;21/02/2020;Vente;100900;10458
10459;1;21/02/2020;Vente;162250;10459
10460;1;21/02/2020;Vente;132264;10460
10461;1;21/02/2020;Vente;93000;10461
10462;1;21/02/2020;Vente;237000;10462
10463;1;21/02/2020;Vente;97613;10463
10464;1;21/02/2020;Vente;533550;10464
10465;1;21/02/2020;Vente;229500;10465
10466;1;21/02/2020;Vente;220000;10466
10467;1;21/02/2020;Vente;130750;10467
10468;1;21/02/2020;Vente;369440;10468
10469;1;21/02/2020;Vente;145800;10469
10470;1;21/02/2020;Vente;60500;10470
10471;1;21/02/2020;Vente;117100;10471
10472;1;21/02/2020;Vente;181000;10472
10473;1;21/02/2020;Vente;192600;10473
10474;1;21/02/2020;Vente;153170;10474
10475;1;21/02/2020;Vente;99000;10475
10476;1;21/02/2020;Vente;192000;10476
10477;1;21/02/2020;Vente;112000;10477
10478;1;21/02/2020;Vente;456000;10478
10479;1;21/02/2020;Vente;62900;10479
10480;1;21/02/2020;Vente;154800;10480
10481;1;21/02/2020;Vente;116650;10481
10482;1;21/02/2020;Vente;237000;10482
10483;1;21/02/2020;Vente;36000;10483
10484;1;21/02/2020;Vente;34000;10484
10485;1;21/02/2020;Vente;165000;10485
10486;1;21/02/2020;Vente;328240;10486
10487;1;21/02/2020;Vente;129212;10487
10488;1;21/02/2020;Vente;205000;10488
10489;1;21/02/2020;Vente;216300;10489
10490;1;21/02/2020;Vente;37000;10490
10491;1;21/02/2020;Vente;113160;10491
10492;1;21/02/2020;Vente;53890;10492
10493;1;21/02/2020;Vente;380000;10493
10494;1;21/02/2020;Vente;255000;10494
10495;1;21/02/2020;Vente;92000;10495
10496;1;21/02/2020;Vente;131125;10496
10497;1;21/02/2020;Vente;154000;10497
10498;1;21/02/2020;Vente;87500;10498
10499;1;21/02/2020;Vente;25000;10499
10500;1;21/02/2020;Vente;64000;10500
10501;1;21/02/2020;Vente;100000;10501
10502;1;21/02/2020;Vente;86300;10502
10503;1;21/02/2020;Vente;65500;10503
10504;1;21/02/2020;Vente;45000;10504
10505;1;21/02/2020;Vente;148000;10505
10506;1;21/02/2020;Vente;110000;10506
10507;1;21/02/2020;Vente;180000;10507
10508;1;21/02/2020;Vente;72000;10508
10509;1;21/02/2020;Vente;87000;10509
10510;1;21/02/2020;Vente;175000;10510
10511;1;21/02/2020;Vente;83070;10511
10512;1;21/02/2020;Vente;122200;10512
10513;1;21/02/2020;Vente;105069;10513
10514;1;21/02/2020;Vente;70000;10514
10515;1;21/02/2020;Vente;20000;10515
10516;1;21/02/2020;Vente;169900;10516
10517;1;21/02/2020;Vente;99000;10517
10518;1;21/02/2020;Vente;54390;10518
10519;1;21/02/2020;Vente;78000;10519
10520;1;21/02/2020;Vente;46500;10520
10521;1;21/02/2020;Vente;65000;10521
10522;1;21/02/2020;Vente;206000;10522
10523;1;21/02/2020;Vente;141500;10523
10524;1;21/02/2020;Vente;81500;10524
10525;1;21/02/2020;Vente;66500;10525
10526;1;21/02/2020;Vente;129000;10526
10527;1;21/02/2020;Vente;43000;10527
10528;1;21/02/2020;Vente;245000;10528
10529;1;21/02/2020;Vente;42000;10529
10530;1;21/02/2020;Vente;70000;10530
10531;1;21/02/2020;Vente;147750;10531
10532;1;21/02/2020;Vente;58000;10532
10533;1;21/02/2020;Vente;111000;10533
10534;1;21/02/2020;Vente;158600;10534
10535;1;21/02/2020;Vente;110200;10535
10536;1;21/02/2020;Vente;81056;10536
10537;1;21/02/2020;Vente;66500;10537
10538;1;21/02/2020;Vente;109000;10538
10539;1;21/02/2020;Vente;198000;10539
10540;1;21/02/2020;Vente;75000;10540
10541;1;21/02/2020;Vente;266800;10541
10542;1;21/02/2020;Vente;129000;10542
10543;1;21/02/2020;Vente;150000;10543
10544;1;21/02/2020;Vente;184750;10544
10545;1;21/02/2020;Vente;258000;10545
10546;1;21/02/2020;Vente;118000;10546
10547;1;21/02/2020;Vente;133000;10547
10548;1;21/02/2020;Vente;152490;10548
10549;1;21/02/2020;Vente;207950;10549
10550;1;21/02/2020;Vente;140000;10550
10551;1;21/02/2020;Vente;359000;10551
10552;1;21/02/2020;Vente;155000;10552
10553;1;21/02/2020;Vente;94500;10553
10554;1;21/02/2020;Vente;15001;10554
10555;1;21/02/2020;Vente;111400;10555
10556;1;21/02/2020;Vente;135020;10556
10557;1;21/02/2020;Vente;319250;10557
10558;1;21/02/2020;Vente;217720;10558
10559;1;21/02/2020;Vente;332500;10559
10560;1;21/02/2020;Vente;575000;10560
10561;1;21/02/2020;Vente;415000;10561
10562;1;21/02/2020;Vente;215000;10562
10563;1;21/02/2020;Vente;1224300;10563
10564;1;21/02/2020;Vente;950000;10564
10565;1;21/02/2020;Vente;840000;10565
10566;1;21/02/2020;Vente;471154;10566
10567;1;21/02/2020;Vente;228000;10567
10568;1;21/02/2020;Vente;606500;10568
10569;1;21/02/2020;Vente;346540;10569
10570;1;21/02/2020;Vente;275250;10570
10571;1;21/02/2020;Vente;155000;10571
10572;1;21/02/2020;Vente;591000;10572
10573;1;21/02/2020;Vente;364210;10573
10574;1;21/02/2020;Vente;312500;10574
10575;2;21/02/2020;Vente;454000;10575
10576;1;21/02/2020;Vente;1175000;10576
10577;1;21/02/2020;Vente;1490300;10577
10578;1;21/02/2020;Vente;4657000;10578
10579;1;21/02/2020;Vente;274650;10579
10580;1;21/02/2020;Vente;377300;10580
10581;1;21/02/2020;Vente;1165000;10581
10582;1;21/02/2020;Vente;283810;10582
10583;1;21/02/2020;Vente;188000;10583
10584;1;21/02/2020;Vente;124855;10584
10585;1;21/02/2020;Vente;230000;10585
10586;1;21/02/2020;Vente;101000;10586
10587;1;21/02/2020;Vente;255000;10587
10588;1;21/02/2020;Vente;509300;10588
10589;1;21/02/2020;Vente;911400;10589
10590;1;21/02/2020;Vente;697000;10590
10591;1;21/02/2020;Vente;230000;10591
10592;1;21/02/2020;Vente;568700;10592
10593;1;21/02/2020;Vente;141000;10593
10594;1;21/02/2020;Vente;256500;10594
10595;1;21/02/2020;Vente;341807;10595
10596;1;21/02/2020;Vente;639850;10596
10597;1;21/02/2020;Vente;77000;10597
10598;1;21/02/2020;Vente;115000;10598
10599;1;21/02/2020;Vente;122300;10599
10600;1;21/02/2020;Vente;72000;10600
10601;1;21/02/2020;Vente;38000;10601
10602;1;21/02/2020;Vente;90000;10602
10603;1;21/02/2020;Vente;175000;10603
10604;1;21/02/2020;Vente;207007,77;10604
10605;1;21/02/2020;Vente;195000;10605
