Id_ventes;No_disposition;Date_mutation;Nature_mutation;Valeur_fonciere;Id_refbien
13143;1;04/03/2020;Vente;160400;13143
13144;1;04/03/2020;Vente;125000;13144
13145;1;04/03/2020;Vente;127000;13145
13146;1;05/03/2020;Vente;389500;13146
13147;1;05/03/2020;Vente;192000;13147
13148;1;05/03/2020;Vente;365000;13148
13149;1;05/03/2020;Vente;158000;13149
13150;1;05/03/2020;Vente;168000;13150
13151;1;05/03/2020;Vente;90000;13151
13152;1;05/03/2020;Vente;175000;13152
13153;1;05/03/2020;Vente;79900;13153
13154;1;05/03/2020;Vente;205370;13154
13155;1;05/03/2020;Vente;190700;13155
13156;1;05/03/2020;Vente;680000;13156
13157;1;05/03/2020;Vente;88000;13157
13158;1;05/03/2020;Vente;272790;13158
13159;1;05/03/2020;Vente;150000;13159
13160;1;05/03/2020;Vente;82800;13160
13161;1;05/03/2020;Vente;173518;13161
13162;1;05/03/2020;Vente;89000;13162
13163;1;05/03/2020;Vente;95000;13163
13164;1;05/03/2020;Vente;155000;13164
13165;1;05/03/2020;Vente;217000;13165
13166;1;05/03/2020;Vente;95000;13166
13167;1;05/03/2020;Vente;260000;13167
13168;1;05/03/2020;Vente;257700;13168
13169;1;05/03/2020;Vente;66000;13169
13170;1;05/03/2020;Vente;80200;13170
13171;1;05/03/2020;Vente;80000;13171
13172;1;05/03/2020;Vente;137000;13172
13173;1;05/03/2020;Vente;210000;13173
13174;1;05/03/2020;Vente;70000;13174
13175;1;05/03/2020;Vente;159000;13175
13176;1;05/03/2020;Vente;103000;13176
13177;1;05/03/2020;Vente;181660;13177
13178;1;05/03/2020;Vente;48000;13178
13179;1;05/03/2020;Vente;173000;13179
13180;1;05/03/2020;Vente;140000;13180
13181;1;05/03/2020;Vente;94000;13181
13182;1;05/03/2020;Vente;364000;13182
13183;1;05/03/2020;Vente;224000;13183
13184;1;05/03/2020;Vente;197150;13184
13185;1;05/03/2020;Vente;78000;13185
13186;1;05/03/2020;Vente;40000;13186
13187;1;05/03/2020;Vente;19000;13187
13188;1;05/03/2020;Vente;148000;13188
13189;1;05/03/2020;Vente;56000;13189
13190;1;05/03/2020;Vente;201070;13190
13191;1;05/03/2020;Vente;433970;13191
13192;1;05/03/2020;Vente;50737,76;13192
13193;1;05/03/2020;Vente;197900;13193
13194;1;05/03/2020;Vente;463100;13194
13195;1;05/03/2020;Vente;270000;13195
13196;1;05/03/2020;Vente;193500;13196
13197;1;05/03/2020;Vente;132200;13197
13198;1;05/03/2020;Vente;82000;13198
13199;1;05/03/2020;Vente;84000;13199
13200;1;05/03/2020;Vente;201000;13200
13201;1;05/03/2020;Vente;77000;13201
13202;1;05/03/2020;Vente;68150;13202
13203;1;05/03/2020;Vente;218500;13203
13204;1;05/03/2020;Vente;195000;13204
13205;1;05/03/2020;Vente;62500;13205
13206;1;05/03/2020;Vente;117900;13206
13207;1;05/03/2020;Vente;160500;13207
13208;1;05/03/2020;Vente;90000;13208
13209;1;05/03/2020;Vente;194000;13209
13210;1;05/03/2020;Vente;125550;13210
13211;1;05/03/2020;Vente;304428,22;13211
13212;1;05/03/2020;Vente;153000;13212
13213;1;05/03/2020;Vente;92600;13213
13214;1;05/03/2020;Vente;85215;13214
13215;1;05/03/2020;Vente;119000;13215
13216;1;05/03/2020;Vente;126000;13216
13217;1;05/03/2020;Vente;260000;13217
13218;1;05/03/2020;Vente;152510;13218
13219;1;05/03/2020;Vente;288000;13219
13220;1;05/03/2020;Vente;83000;13220
13221;1;05/03/2020;Vente;116400;13221
13222;1;05/03/2020;Vente;646962;13222
13223;1;05/03/2020;Vente;113000;13223
13224;1;05/03/2020;Vente;67720;13224
13225;1;05/03/2020;Vente;67000;13225
13226;1;05/03/2020;Vente;81400;13226
13227;1;05/03/2020;Vente;91700;13227
13228;1;05/03/2020;Vente;96340;13228
13229;1;05/03/2020;Vente;55000;13229
13230;1;05/03/2020;Vente;232800;13230
13231;1;05/03/2020;Vente;270550;13231
13232;1;05/03/2020;Vente;216200;13232
13233;1;05/03/2020;Vente;149000;13233
13234;1;05/03/2020;Vente;371300;13234
13235;1;05/03/2020;Vente;121167;13235
13236;1;05/03/2020;Vente;20000;13236
13237;1;05/03/2020;Vente;95000;13237
13238;1;05/03/2020;Vente;34200;13238
13239;1;05/03/2020;Vente;180000;13239
13240;1;05/03/2020;Vente;333350;13240
13241;1;05/03/2020;Vente;272000;13241
13242;1;05/03/2020;Vente;265200;13242
13243;1;05/03/2020;Vente;520000;13243
13244;1;05/03/2020;Vente;242500;13244
13245;1;05/03/2020;Vente;953472;13245
13246;1;05/03/2020;Vente;440000;13246
13247;1;05/03/2020;Vente;365000;13247
13248;1;05/03/2020;Vente;153000;13248
13249;1;05/03/2020;Vente;3040000;13249
13250;1;05/03/2020;Vente;409600;13250
13251;1;05/03/2020;Vente;270000;13251
13252;1;05/03/2020;Vente;294000;13252
13253;1;05/03/2020;Vente;216667;13253
13254;1;05/03/2020;Vente;73500;13254
13255;1;05/03/2020;Vente;245000;13255
13256;1;05/03/2020;Vente;127000;13256
13257;1;05/03/2020;Vente;860400;13257
13258;1;05/03/2020;Vente;310500;13258
13259;1;05/03/2020;Vente;180000;13259
13260;1;05/03/2020;Vente;639700;13260
13261;1;05/03/2020;Vente;310000;13261
13262;1;05/03/2020;Vente;1094339;13262
13263;1;05/03/2020;Vente;492502;13263
13264;1;05/03/2020;Vente;728868;13264
13265;1;05/03/2020;Vente;392100;13265
13266;1;05/03/2020;Vente;2409950;13266
13267;1;05/03/2020;Vente;1478000;13267
13268;1;05/03/2020;Vente;324500;13268
13269;1;05/03/2020;Vente;395000;13269
13270;1;05/03/2020;Vente;477700;13270
13271;1;05/03/2020;Vente;580200;13271
13272;1;05/03/2020;Vente;1420000;13272
13273;1;05/03/2020;Vente;525500;13273
13274;1;05/03/2020;Vente;367500;13274
13275;1;05/03/2020;Vente;117410;13275
13276;1;05/03/2020;Vente;377300;13276
13277;1;05/03/2020;Vente;225746;13277
13278;1;05/03/2020;Vente;117500;13278
13279;1;05/03/2020;Vente;99800;13279
13280;1;05/03/2020;Vente;326400;13280
13281;1;05/03/2020;Vente;1085000;13281
13282;1;05/03/2020;Vente;169072;13282
13283;1;05/03/2020;Vente;356400;13283
13284;1;05/03/2020;Vente;39000;13284
13285;1;05/03/2020;Vente;230000;13285
13286;1;05/03/2020;Vente;148000;13286
13287;1;05/03/2020;Vente;237000;13287
13288;1;05/03/2020;Vente;270400;13288
13289;1;05/03/2020;Vente;157000;13289
13290;1;05/03/2020;Vente;145000;13290
13291;1;05/03/2020;Vente;122000;13291
13292;1;05/03/2020;Vente;154750;13292
13293;1;05/03/2020;Vente;89900;13293
13294;1;05/03/2020;Vente;87500;13294
13295;1;05/03/2020;Vente;147800;13295
13296;1;05/03/2020;Vente;153000;13296
13297;1;05/03/2020;Vente;188000;13297
13298;1;05/03/2020;Vente;180575;13298
13299;1;05/03/2020;Vente;141178;13299
13300;1;05/03/2020;Vente;312320,3;13300
13301;1;05/03/2020;Vente;87000;13301
13302;1;05/03/2020;Vente;174787,5;13302
13303;1;05/03/2020;Vente;180000;13303
13304;1;05/03/2020;Vente;128500;13304
13305;1;05/03/2020;Vente;85000;13305
13306;1;05/03/2020;Vente;109000;13306
13307;1;05/03/2020;Vente;53500;13307
13308;1;05/03/2020;Vente;113000;13308
13309;1;05/03/2020;Vente;170682;13309
13310;1;05/03/2020;Vente;147000;13310
13311;1;05/03/2020;Vente;117000;13311
13312;1;05/03/2020;Vente;249000;13312
13313;1;05/03/2020;Vente;224000;13313
13314;1;05/03/2020;Vente;119000;13314
13315;1;05/03/2020;Vente;635000;13315
13316;1;05/03/2020;Vente;120000;13316
13317;1;05/03/2020;Vente;56500;13317
13318;1;05/03/2020;Vente;72000;13318
13319;1;05/03/2020;Vente;375000;13319
13320;1;05/03/2020;Vente;206800;13320
13321;1;05/03/2020;Vente;40000;13321
13322;1;05/03/2020;Vente;73500;13322
13323;1;05/03/2020;Vente;487500;13323
13324;1;05/03/2020;Vente;66000;13324
13325;1;05/03/2020;Vente;265000;13325
13326;1;05/03/2020;Vente;73000;13326
13327;1;05/03/2020;Vente;229900;13327
13328;1;05/03/2020;Vente;210000;13328
13329;1;05/03/2020;Vente;206050;13329
13330;1;05/03/2020;Vente;216000;13330
13331;1;05/03/2020;Vente;233000;13331
13332;1;05/03/2020;Vente;228000;13332
13333;1;05/03/2020;Vente;97100;13333
13334;1;05/03/2020;Vente;105000;13334
13335;1;05/03/2020;Vente;272547;13335
13336;1;05/03/2020;Vente;230000;13336
13337;1;05/03/2020;Vente;260000;13337
13338;1;05/03/2020;Vente;100000;13338
13339;1;05/03/2020;Vente;224000;13339
13340;1;05/03/2020;Vente;525000;13340
13341;1;05/03/2020;Vente;252000;13341
13342;1;05/03/2020;Vente;465350;13342
13343;1;05/03/2020;Vente;404500;13343
13344;1;05/03/2020;Vente;250000;13344
13345;1;05/03/2020;Vente;435000;13345
13346;1;05/03/2020;Vente;327000;13346
13347;1;05/03/2020;Vente;375070;13347
13348;1;05/03/2020;Vente;229000;13348
13349;1;05/03/2020;Vente;950200;13349
13350;1;05/03/2020;Vente;147004;13350
13351;1;05/03/2020;Vente;126950;13351
13352;1;05/03/2020;Vente;138300;13352
13353;1;05/03/2020;Vente;114000;13353
13354;1;05/03/2020;Vente;141800;13354
13355;1;05/03/2020;Vente;246000;13355
13356;1;05/03/2020;Vente;243200;13356
13357;1;05/03/2020;Vente;234000;13357
13358;1;05/03/2020;Vente;320000;13358
13359;1;05/03/2020;Vente;530000;13359
13360;1;05/03/2020;Vente;400000;13360
13361;1;05/03/2020;Vente;181000;13361
13362;1;05/03/2020;Vente;141000;13362
13363;1;05/03/2020;Vente;185000;13363
13364;1;05/03/2020;Vente;407000;13364
13365;1;05/03/2020;Vente;268000;13365
13366;1;05/03/2020;Vente;242000;13366
13367;1;05/03/2020;Vente;355000;13367
13368;1;05/03/2020;Vente;271660;13368
13369;1;05/03/2020;Vente;226000;13369
13370;1;05/03/2020;Vente;173770;13370
13371;1;05/03/2020;Vente;183000;13371
13372;1;05/03/2020;Vente;27000;13372
13373;1;05/03/2020;Vente;287320;13373
13374;1;05/03/2020;Vente;170000;13374
13375;1;05/03/2020;Vente;186000;13375
13376;1;05/03/2020;Vente;410000;13376
13377;1;05/03/2020;Vente;230000;13377
13378;1;05/03/2020;Vente;90000;13378
13379;1;05/03/2020;Vente;126500;13379
13380;1;05/03/2020;Vente;125000;13380
13381;1;06/03/2020;Vente;107000;13381
13382;1;06/03/2020;Vente;70200;13382
13383;1;06/03/2020;Vente;43000;13383
13384;1;06/03/2020;Vente;75000;13384
13385;1;06/03/2020;Vente;311930;13385
13386;1;06/03/2020;Vente;305000;13386
13387;1;06/03/2020;Vente;75500;13387
13388;1;06/03/2020;Vente;262000;13388
13389;1;06/03/2020;Vente;400000;13389
13390;1;06/03/2020;Vente;324090;13390
13391;1;06/03/2020;Vente;120000;13391
13392;1;06/03/2020;Vente;166850;13392
13393;1;06/03/2020;Vente;616000;13393
13394;1;06/03/2020;Vente;685500;13394
13395;1;06/03/2020;Vente;187000;13395
13396;1;06/03/2020;Vente;332000;13396
13397;1;06/03/2020;Vente;131000;13397
13398;1;06/03/2020;Vente;158000;13398
13399;1;06/03/2020;Vente;195035;13399
13400;1;06/03/2020;Vente;283500;13400
13401;1;06/03/2020;Vente;230000;13401
13402;1;06/03/2020;Vente;262490;13402
13403;1;06/03/2020;Vente;186361,84;13403
13404;1;06/03/2020;Vente;120000;13404
13405;1;06/03/2020;Vente;44750;13405
13406;1;06/03/2020;Vente;65000;13406
13407;1;06/03/2020;Vente;61870;13407
13408;1;06/03/2020;Vente;88200;13408
13409;1;06/03/2020;Vente;97000;13409
13410;1;06/03/2020;Vente;88350;13410
13411;1;06/03/2020;Vente;162000;13411
13412;1;06/03/2020;Vente;130300;13412
13413;1;06/03/2020;Vente;330000;13413
13414;1;06/03/2020;Vente;95000;13414
13415;1;06/03/2020;Vente;77000;13415
13416;1;06/03/2020;Vente;62000;13416
13417;1;06/03/2020;Vente;108000;13417
13418;1;06/03/2020;Vente;145500;13418
13419;1;06/03/2020;Vente;42000;13419
13420;1;06/03/2020;Vente;170600;13420
13421;1;06/03/2020;Vente;60000;13421
13422;1;06/03/2020;Vente;90000;13422
13423;1;06/03/2020;Vente;99000;13423
13424;1;06/03/2020;Vente;45000;13424
13425;1;06/03/2020;Vente;135000;13425
13426;1;06/03/2020;Vente;140600;13426
13427;1;06/03/2020;Vente;250000;13427
13428;1;06/03/2020;Vente;139100;13428
13429;1;06/03/2020;Vente;180000;13429
13430;1;06/03/2020;Vente;158500;13430
13431;1;06/03/2020;Vente;289100;13431
13432;1;06/03/2020;Vente;411050;13432
13433;1;06/03/2020;Vente;190000;13433
13434;1;06/03/2020;Vente;142000;13434
13435;1;06/03/2020;Vente;96000;13435
13436;1;06/03/2020;Vente;274700;13436
13437;1;06/03/2020;Vente;63000;13437
13438;1;06/03/2020;Vente;79000;13438
13439;1;06/03/2020;Vente;244000;13439
13440;1;06/03/2020;Vente;89000;13440
13441;1;06/03/2020;Vente;1400000;13441
13442;1;06/03/2020;Vente;26000;13442
13443;1;06/03/2020;Vente;165000;13443
13444;1;06/03/2020;Vente;67310;13444
13445;1;06/03/2020;Vente;110000;13445
13446;1;06/03/2020;Vente;198500;13446
13447;1;06/03/2020;Vente;133000;13447
13448;1;06/03/2020;Vente;359000;13448
13449;1;06/03/2020;Vente;125000;13449
13450;1;06/03/2020;Vente;204750;13450
13451;1;06/03/2020;Vente;80000;13451
13452;1;06/03/2020;Vente;320000;13452
13453;1;06/03/2020;Vente;110000;13453
13454;1;06/03/2020;Vente;600000;13454
13455;1;06/03/2020;Vente;228800;13455
13456;1;06/03/2020;Vente;116100;13456
13457;1;06/03/2020;Vente;31000;13457
13458;1;06/03/2020;Vente;40500;13458
13459;1;06/03/2020;Vente;93150;13459
13460;1;06/03/2020;Vente;174150;13460
13461;1;06/03/2020;Vente;168000;13461
13462;1;06/03/2020;Vente;167050;13462
13463;1;06/03/2020;Vente;44444;13463
13464;1;06/03/2020;Vente;241700;13464
13465;1;06/03/2020;Vente;357800;13465
13466;1;06/03/2020;Vente;174900;13466
13467;1;06/03/2020;Vente;129320;13467
13468;1;06/03/2020;Vente;192065;13468
13469;1;06/03/2020;Vente;164700;13469
13470;1;06/03/2020;Vente;108800;13470
13471;1;06/03/2020;Vente;161250;13471
13472;1;06/03/2020;Vente;115180;13472
13473;1;06/03/2020;Vente;143850;13473
13474;1;06/03/2020;Vente;179800;13474
13475;1;06/03/2020;Vente;87500;13475
13476;1;06/03/2020;Vente;34000;13476
13477;1;06/03/2020;Vente;96000;13477
13478;1;06/03/2020;Vente;180000;13478
13479;1;06/03/2020;Vente;152000;13479
13480;1;06/03/2020;Vente;125000;13480
13481;1;06/03/2020;Vente;87990;13481
13482;1;06/03/2020;Vente;174000;13482
13483;1;06/03/2020;Vente;300000;13483
13484;1;06/03/2020;Vente;110990;13484
13485;1;06/03/2020;Vente;77000;13485
13486;1;06/03/2020;Vente;85000;13486
13487;1;06/03/2020;Vente;168500;13487
13488;1;06/03/2020;Vente;55000;13488
13489;1;06/03/2020;Vente;25500;13489
13490;1;06/03/2020;Vente;82500;13490
13491;1;06/03/2020;Vente;379000;13491
13492;1;06/03/2020;Vente;94500;13492
13493;1;06/03/2020;Vente;158642;13493
13494;1;06/03/2020;Vente;253500;13494
13495;1;06/03/2020;Vente;197070;13495
13496;1;06/03/2020;Vente;233000;13496
13497;1;06/03/2020;Vente;80000;13497
13498;1;06/03/2020;Vente;55687,76;13498
13499;1;06/03/2020;Vente;93500;13499
13500;1;06/03/2020;Vente;118000;13500
13501;1;06/03/2020;Vente;44000;13501
13502;1;06/03/2020;Vente;299500;13502
13503;1;06/03/2020;Vente;64000;13503
13504;1;06/03/2020;Vente;166000;13504
13505;1;06/03/2020;Vente;141915;13505
13506;1;06/03/2020;Vente;65268;13506
13507;1;06/03/2020;Vente;136000;13507
13508;1;06/03/2020;Vente;109150;13508
13509;1;06/03/2020;Vente;80500;13509
13510;1;06/03/2020;Vente;90700;13510
13511;1;06/03/2020;Vente;95000;13511
13512;1;06/03/2020;Vente;186004;13512
13513;1;06/03/2020;Vente;137800;13513
13514;1;06/03/2020;Vente;80000;13514
13515;1;06/03/2020;Vente;114500;13515
13516;1;06/03/2020;Vente;40000;13516
13517;1;06/03/2020;Vente;136000;13517
13518;1;06/03/2020;Vente;90000;13518
13519;1;06/03/2020;Vente;49000;13519
13520;1;06/03/2020;Vente;144000;13520
13521;1;06/03/2020;Vente;186000;13521
13522;1;06/03/2020;Vente;125000;13522
13523;1;06/03/2020;Vente;72000;13523
13524;1;06/03/2020;Vente;186000;13524
13525;1;06/03/2020;Vente;59000;13525
13526;1;06/03/2020;Vente;53000;13526
13527;1;06/03/2020;Vente;64000;13527
13528;1;06/03/2020;Vente;180000;13528
13529;1;06/03/2020;Vente;123800;13529
13530;1;06/03/2020;Vente;41500;13530
13531;1;06/03/2020;Vente;54000;13531
13532;1;06/03/2020;Vente;72000;13532
13533;1;06/03/2020;Vente;228000;13533
13534;1;06/03/2020;Vente;460000;13534
13535;1;06/03/2020;Vente;178000;13535
13536;1;06/03/2020;Vente;170000;13536
13537;1;06/03/2020;Vente;188000;13537
13538;1;06/03/2020;Vente;140140;13538
13539;1;06/03/2020;Vente;27000;13539
13540;1;06/03/2020;Vente;51990;13540
13541;1;06/03/2020;Vente;264400;13541
13542;1;06/03/2020;Vente;219845;13542
13543;1;06/03/2020;Vente;80000;13543
13544;1;06/03/2020;Vente;215000;13544
13545;1;06/03/2020;Vente;154020;13545
13546;1;06/03/2020;Vente;116000;13546
13547;1;06/03/2020;Vente;64000;13547
13548;1;06/03/2020;Vente;93500;13548
13549;1;06/03/2020;Vente;311000;13549
13550;1;06/03/2020;Vente;459000;13550
13551;1;06/03/2020;Vente;381350;13551
13552;1;06/03/2020;Vente;362000;13552
13553;1;06/03/2020;Vente;84000;13553
13554;1;06/03/2020;Vente;336000;13554
13555;1;06/03/2020;Vente;6000000;13555
13556;1;06/03/2020;Vente;1010000;13556
13557;1;06/03/2020;Vente;325000;13557
13558;1;06/03/2020;Vente;215000;13558
13559;1;06/03/2020;Vente;657000;13559
13560;1;06/03/2020;Vente;474405,7;13560
13561;1;06/03/2020;Vente;247000;13561
13562;1;06/03/2020;Vente;543225;13562
13563;1;06/03/2020;Vente;388000;13563
13564;1;06/03/2020;Vente;128000;13564
13565;1;06/03/2020;Vente;422000;13565
13566;1;06/03/2020;Vente;1335000;13566
13567;1;06/03/2020;Vente;708480;13567
13568;1;06/03/2020;Vente;284555;13568
13569;1;06/03/2020;Vente;341570;13569
13570;1;06/03/2020;Vente;359000;13570
13571;1;06/03/2020;Vente;549000;13571
13572;1;06/03/2020;Vente;436044;13572
13573;1;06/03/2020;Vente;275650;13573
13574;1;06/03/2020;Vente;710000;13574
13575;1;06/03/2020;Vente;258000;13575
13576;1;06/03/2020;Vente;672000;13576
13577;1;06/03/2020;Vente;327345;13577
13578;1;06/03/2020;Vente;750000;13578
13579;1;06/03/2020;Vente;838006,5;13579
13580;1;06/03/2020;Vente;622980;13580
13581;1;06/03/2020;Vente;293269;13581
13582;1;06/03/2020;Vente;321000;13582
13583;1;06/03/2020;Vente;492600;13583
13584;1;06/03/2020;Vente;671160;13584
13585;1;06/03/2020;Vente;759200;13585
13586;1;06/03/2020;Vente;1136200;13586
13587;1;06/03/2020;Vente;158000;13587
13588;1;06/03/2020;Vente;1035000;13588
13589;1;06/03/2020;Vente;393000;13589
13590;1;06/03/2020;Vente;137500;13590
13591;1;06/03/2020;Vente;559400;13591
13592;1;06/03/2020;Vente;3025000;13592
13593;1;06/03/2020;Vente;1438700;13593
13594;1;06/03/2020;Vente;388000;13594
13595;1;06/03/2020;Vente;574000;13595
13596;1;06/03/2020;Vente;415000;13596
13597;1;06/03/2020;Vente;161000;13597
13598;1;06/03/2020;Vente;358000;13598
13599;1;06/03/2020;Vente;808600;13599
13600;1;06/03/2020;Vente;251100;13600
13601;1;06/03/2020;Vente;945000;13601
13602;1;06/03/2020;Vente;546150;13602
13603;1;06/03/2020;Vente;245000;13603
13604;1;06/03/2020;Vente;310400;13604
13605;1;06/03/2020;Vente;70000;13605
13606;1;06/03/2020;Vente;229350;13606
13607;1;06/03/2020;Vente;106400;13607
13608;1;06/03/2020;Vente;250000;13608
13609;1;06/03/2020;Vente;298000;13609
13610;1;06/03/2020;Vente;208000;13610
13611;1;06/03/2020;Vente;225000;13611
13612;1;06/03/2020;Vente;249000;13612
13613;1;06/03/2020;Vente;98500;13613
13614;1;06/03/2020;Vente;148300;13614
13615;1;06/03/2020;Vente;299000;13615
13616;1;06/03/2020;Vente;126521;13616
13617;1;06/03/2020;Vente;84000;13617
13618;1;06/03/2020;Vente;177000;13618
13619;1;06/03/2020;Vente;165000;13619
13620;1;06/03/2020;Vente;176000;13620
13621;1;06/03/2020;Vente;100000;13621
13622;1;06/03/2020;Vente;233000;13622
13623;1;06/03/2020;Vente;306700;13623
13624;1;06/03/2020;Vente;122000;13624
13625;1;06/03/2020;Vente;97990;13625
13626;1;06/03/2020;Vente;371000;13626
13627;1;06/03/2020;Vente;159000;13627
13628;1;06/03/2020;Vente;460875;13628
13629;1;06/03/2020;Vente;261640;13629
13630;1;06/03/2020;Vente;190000;13630
13631;1;06/03/2020;Vente;940000;13631
13632;1;06/03/2020;Vente;177000;13632
13633;1;06/03/2020;Vente;238150;13633
13634;1;06/03/2020;Vente;95000;13634
13635;1;06/03/2020;Vente;164000;13635
13636;1;06/03/2020;Vente;236600;13636
13637;1;06/03/2020;Vente;320500;13637
13638;1;06/03/2020;Vente;208000;13638
13639;1;06/03/2020;Vente;591680;13639
13640;1;06/03/2020;Vente;196000;13640
13641;1;06/03/2020;Vente;350500;13641
13642;1;06/03/2020;Vente;285000;13642
13643;1;06/03/2020;Vente;116500;13643
13644;1;06/03/2020;Vente;271000;13644
13645;1;06/03/2020;Vente;161500;13645
13646;1;06/03/2020;Vente;70000;13646
13647;1;06/03/2020;Vente;52000;13647
13648;1;06/03/2020;Vente;199100;13648
13649;1;06/03/2020;Vente;156400;13649
13650;1;06/03/2020;Vente;180500;13650
13651;1;06/03/2020;Vente;294650;13651
13652;1;06/03/2020;Vente;128000;13652
13653;1;06/03/2020;Vente;39000;13653
13654;1;06/03/2020;Vente;633000;13654
13655;1;06/03/2020;Vente;440000;13655
13656;1;06/03/2020;Vente;770000;13656
13657;1;06/03/2020;Vente;194900;13657
13658;1;06/03/2020;Vente;23000;13658
13659;1;06/03/2020;Vente;185200;13659
13660;1;06/03/2020;Vente;146200;13660
13661;1;06/03/2020;Vente;74000;13661
13662;1;06/03/2020;Vente;163000;13662
13663;1;06/03/2020;Vente;180000;13663
13664;1;06/03/2020;Vente;83000;13664
13665;1;06/03/2020;Vente;178000;13665
13666;1;06/03/2020;Vente;61000;13666
13667;1;06/03/2020;Vente;109000;13667
13668;1;06/03/2020;Vente;61000;13668
13669;1;06/03/2020;Vente;57000;13669
13670;1;06/03/2020;Vente;119000;13670
13671;1;06/03/2020;Vente;292000;13671
13672;1;06/03/2020;Vente;195000;13672
13673;1;06/03/2020;Vente;265000;13673
13674;1;06/03/2020;Vente;162000;13674
13675;1;06/03/2020;Vente;109000;13675
13676;1;06/03/2020;Vente;186000;13676
13677;1;06/03/2020;Vente;81500;13677
13678;1;06/03/2020;Vente;190000;13678
13679;1;06/03/2020;Vente;91430;13679
13680;1;06/03/2020;Vente;157000;13680
13681;1;06/03/2020;Vente;177000;13681
13682;1;06/03/2020;Vente;89000;13682
13683;1;06/03/2020;Vente;102500;13683
13684;1;06/03/2020;Vente;175000;13684
13685;1;06/03/2020;Vente;133500;13685
13686;1;06/03/2020;Vente;80000;13686
13687;1;06/03/2020;Vente;104850;13687
13688;1;06/03/2020;Vente;128000;13688
13689;1;06/03/2020;Vente;370000;13689
13690;1;06/03/2020;Vente;351000;13690
13691;1;06/03/2020;Vente;307000;13691
13692;1;06/03/2020;Vente;126000;13692
13693;1;06/03/2020;Vente;148500;13693
13694;1;06/03/2020;Vente;233000;13694
13695;1;06/03/2020;Vente;353200;13695
13696;1;06/03/2020;Vente;142000;13696
13697;1;06/03/2020;Vente;283000;13697
13698;1;06/03/2020;Vente;211742;13698
13699;1;06/03/2020;Vente;200270;13699
13700;1;06/03/2020;Vente;232000;13700
13701;1;06/03/2020;Vente;178000;13701
13702;1;06/03/2020;Vente;100800;13702
13703;1;06/03/2020;Vente;1250000;13703
13704;1;06/03/2020;Vente;603000;13704
13705;1;06/03/2020;Vente;498000;13705
13706;1;06/03/2020;Vente;293000;13706
13707;1;06/03/2020;Vente;800000;13707
13708;1;06/03/2020;Vente;340000;13708
13709;1;06/03/2020;Vente;490000;13709
13710;1;06/03/2020;Vente;292000;13710
13711;1;06/03/2020;Vente;310000;13711
13712;1;06/03/2020;Vente;246100;13712
13713;1;06/03/2020;Vente;270000;13713
13714;1;06/03/2020;Vente;219750;13714
13715;1;06/03/2020;Vente;438000;13715
13716;1;06/03/2020;Vente;71000;13716
13717;1;06/03/2020;Vente;166000;13717
13718;1;06/03/2020;Vente;224000;13718
13719;1;06/03/2020;Vente;128000;13719
13720;1;06/03/2020;Vente;237500;13720
13721;1;06/03/2020;Vente;347700;13721
13722;1;06/03/2020;Vente;750000;13722
13723;1;06/03/2020;Vente;245220;13723
13724;1;06/03/2020;Vente;117000;13724
13725;1;06/03/2020;Vente;265000;13725
13726;1;06/03/2020;Vente;85083;13726
13727;1;06/03/2020;Vente;323587;13727
13728;1;06/03/2020;Vente;354000;13728
13729;1;06/03/2020;Vente;212000;13729
13730;1;06/03/2020;Vente;220000;13730
13731;1;06/03/2020;Vente;145500;13731
13732;1;06/03/2020;Vente;222270;13732
13733;1;06/03/2020;Vente;163000;13733
13734;1;06/03/2020;Vente;310000;13734
13735;1;06/03/2020;Vente;462000;13735
13736;1;06/03/2020;Vente;467000;13736
13737;1;06/03/2020;Vente;353700;13737
13738;1;06/03/2020;Vente;245000;13738
13739;1;06/03/2020;Vente;240000;13739
13740;1;06/03/2020;Vente;297350;13740
13741;1;06/03/2020;Vente;316000;13741
13742;1;06/03/2020;Vente;484650;13742
13743;1;06/03/2020;Vente;136000;13743
13744;1;06/03/2020;Vente;123000;13744
13745;1;06/03/2020;Vente;269000;13745
13746;1;06/03/2020;Vente;170000;13746
13747;1;06/03/2020;Vente;189000;13747
13748;1;06/03/2020;Vente;218000;13748
13749;1;06/03/2020;Vente;330000;13749
13750;1;06/03/2020;Vente;233000;13750
13751;1;06/03/2020;Vente;244350;13751
13752;1;06/03/2020;Vente;125000;13752
13753;1;06/03/2020;Vente;201000;13753
13754;1;06/03/2020;Vente;152000;13754
13755;1;06/03/2020;Vente;500000;13755
13756;1;06/03/2020;Vente;70000;13756
13757;1;06/03/2020;Vente;183500;13757
13758;1;06/03/2020;Vente;141500;13758
13759;1;06/03/2020;Vente;183000;13759
13760;1;06/03/2020;Vente;198000;13760
13761;1;06/03/2020;Vente;333000;13761
13762;1;06/03/2020;Vente;170000;13762
13763;1;06/03/2020;Vente;179500;13763
13764;1;06/03/2020;Vente;275000;13764
13765;1;06/03/2020;Vente;148590;13765
13766;1;06/03/2020;Vente;163500;13766
13767;1;06/03/2020;Vente;144000;13767
13768;1;06/03/2020;Vente;146226;13768
13769;1;06/03/2020;Vente;60000;13769
13770;1;06/03/2020;Vente;128000;13770
13771;1;06/03/2020;Vente;126000;13771
13772;1;06/03/2020;Vente;89000;13772
13773;1;06/03/2020;Vente;241600;13773
13774;1;06/03/2020;Vente;210500;13774
